pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age,LSS,hz_score,temp_score,retention_score,orbit_score,stellar_score
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,14.0,0.3947411447451887,0.30311,662.4,1.32,5549.0,0.103,5.229,0.5687490439911668,0.9709017963821075,0.29765555831525153,9.810141698024761e-12,0.545408622062583,0.999786634703959
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,4.33,0.7747271675523681,0.3213,736.26,0.102,5549.0,0.09,5.772,0.26371759462014777,0.08513563027638532,0.2424566998639407,0.1036748057124998,0.5259232444453181,0.999786634703959
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,13.2,1.0986122886681096,0.38275,645.3,2.51,5549.0,0.77,6.6583,0.23461856087407337,0.029929282744700365,0.3106180639209939,1.2309821231666696e-09,0.4651013221658744,0.999786634703959
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,4.59,0.7323678937132266,0.2744,353.4,1.96,5549.0,0.32,7.389,0.40457124427546026,0.30688761978509366,0.48509759544822173,0.09071629222962166,0.5776425657230182,0.999786634703959
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,13.8,0.532978428407124,0.21216,157.74,3.1500000000000004,5549.0,0.67,6.422,0.2869062245526806,0.00042042803652050275,0.4854358451426578,3.440184398498778e-11,0.6542144997695768,0.999786634703959
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,2.54,1.205970806988609,0.1038999999999999,249.47,2.55,5549.0,0.51,8.536999999999999,0.49876046491306536,0.024078355850104878,0.9976137188938108,0.3164699886761474,0.8123694943645053,0.9639866347039592
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,12.9,1.5195132049061133,0.5408630000000001,196.23,3.03,5549.0,0.48,6.938,0.325127594824965,0.0010627048042078507,0.7635039770902186,7.344101006198667e-09,0.33900988931721465,0.999786634703959
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,7.34,0.4624753628249439,0.153848,338.277,1.6000000000000003,5549.0,0.26,7.1637,0.5720972769308121,0.7208152764975061,0.5816993978607095,0.004472702991482836,0.7351387662281519,0.999786634703959
KOBE-1 b,KOBE-1,2.91,1.085189268335969,0.0,594.4,0.07006,4135.0,0.629,5.2865,0.3620401156741804,0.13062158133320778,0.34884649164608045,0.2133611160712704,1.0,0.8643871608178346
KOBE-1 c,KOBE-1,3.56,0.9202827531436926,0.0,392.5,0.16071,4135.0,0.629,4.873499999999999,0.44766375036486317,0.329847058144591,0.47131472045707595,0.13974941909101965,1.0,0.8643871608178346
KOI-12 b,KOI-12,13.78707,0.5498540107334691,0.34,911.0,0.1539999999999999,6635.0,1.5,1.45,0.18786551609362326,0.07310718253380351,0.13029591050634462,3.7892670164069977e-11,0.5066169923655895,0.7904232533606839
KOI-134 b,KOI-134,12.03844527,0.7371640659767197,0.16,659.0,0.363,6160.0,1.407,2.4,0.28273950985195395,0.11073399683439872,0.30023277739196613,5.742540268093398e-08,0.7261490370736909,0.9630950141947319
KOI-134 c,KOI-134,9.86,0.3371862673548699,0.24,756.04,0.2305,6160.0,1.407,2.4,0.2451676491328164,0.08552283752879426,0.22817313810398906,1.7654358269386154e-05,0.6187833918061408,0.9630950141947319
KOI-142 b,KOI-142,3.438,0.8285518175661483,0.05561,758.0,0.09586,5466.0,0.99,1.6,0.2928716674062912,0.08674188609584663,0.22677423733908392,0.12177266883892422,0.8947418840601962,0.9198972576416946
KOI-142 c,KOI-142,14.0,0.3569748989477302,0.05724,641.7180000000001,0.154121003,5466.0,0.99,1.6,0.299675203608084,0.11477034095790468,0.3133315240935323,8.695352868703763e-12,0.8918297748352572,0.9198972576416946
KOI-1599.01,KOI-1599,1.9,1.545432582458188,0.014,660.0,0.14728,5833.0,1.02,4.7,0.43851119772858255,0.08900353911616755,0.29947471004988196,0.6811303971298222,0.9723883668012469,0.9902636541936432
KOI-1599.02,KOI-1599,1.9,2.105352923464337,0.0114,755.0,0.112293,5833.0,1.02,4.7,0.4508948058601156,0.07896154919177492,0.22891668088580713,0.8462846621025989,0.9774579558165845,0.9902636541936432
KOI-1783.01,KOI-1783,8.86,0.4446858212614457,0.0,412.0,0.52661,5922.0,1.076,0.2,0.3660683890688047,0.2509544905551195,0.46293190666027795,0.0002669817379811089,1.0,0.6244794436184722
KOI-1783.02,KOI-1783,5.44,0.412109650826833,0.0,321.0,0.8669499999999999,5922.0,1.076,0.2,0.5227774299296651,0.5045830744381447,0.7115479292875367,0.02919213596291548,1.0,0.6244794436184722
KOI-1831 d,Kepler-324,1.13,2.3933394562625097,0.0,475.0,0.19924,5233.0,0.901,3.39,0.5615098199473174,0.16454380858221918,0.4298163818012711,0.9854703925748389,1.0,0.9937131297825512
KOI-1833 d,Kepler-968,2.58,1.7047480922384253,0.0,613.0,0.0634,4413.0,0.6810000000000002,2.14,0.410159867008842,0.10054304314975482,0.334988297514442,0.5022992688815546,1.0,0.907628737515064
KOI-1843.03,Kepler-974,0.61,1.269760544863939,0.0809999999999999,1654.0,0.005,3584.0,0.4600000000000001,4.79,0.2915080821999653,0.05861736183335473,0.001103354377081147,0.5399022961309147,0.8504412045402332,0.776915872838146
KOI-217 b,KOI-217,12.442,1.269760544863939,0.0,1046.0,0.0477,5545.0,0.95,1.7,0.235477103056335,0.06801146253970924,0.07076432386038328,3.0764741929515525e-08,1.0,0.9398200404939256
KOI-3503 b,KOI-3503,1.19,2.3978952727983707,0.0,785.0,0.14247,6001.0,0.858,11.48,0.45389611963519844,0.08151958395366965,0.2078456212127136,0.9938644859651257,1.0,0.7462996275521054
KOI-3503 c,KOI-3503,1.21,2.3978952727983707,0.0,686.0,0.18688,6001.0,0.858,11.48,0.4762084984205874,0.09271305024466654,0.27980836927635583,0.9958843788032727,1.0,0.7462996275521054
KOI-351 b,KOI-351,1.31,1.8794650496471603,0.0,1062.0,0.074,6080.0,1.2,0.53,0.4074789497297808,0.06696509217382372,0.06533023679355669,0.9999489821948302,1.0,0.677188118315873
KOI-351 c,KOI-351,1.19,1.9315214116032136,0.0,987.0,0.089,6080.0,1.2,0.53,0.4144888606284923,0.07020213768386055,0.0937056136581144,0.9938644859651257,1.0,0.677188118315873
KOI-351 d,KOI-351,2.87,1.0986122886681096,0.0,520.0,0.32,6080.0,1.2,0.53,0.36070384750159706,0.1378086555969134,0.4014788977287754,0.2219114088944813,1.0,0.677188118315873
KOI-351 e,KOI-351,2.66,1.1662709371419244,0.0,450.0,0.4199999999999999,6080.0,1.2,0.53,0.3966127544228562,0.1789790987567606,0.4439802029209147,0.2762810364808698,1.0,0.677188118315873
KOI-351 f,KOI-351,2.88,1.095273387402595,0.0,407.0,0.48,6080.0,1.2,0.53,0.40058992117967573,0.20752270348440677,0.46517240412071037,0.21972531049184246,1.0,0.677188118315873
KOI-351 g,KOI-351,7.718,0.2406910887859967,0.0292,342.0,0.71704,6031.13,1.2419999999999998,0.53,0.42323670874422215,0.3488951398386696,0.5535915574864915,0.0011441551654472978,0.943272562939755,0.6816943310199999
KOI-351 h,KOI-351,11.252,0.6480603754832048,0.0276,294.0,0.97062,6031.13,1.2419999999999998,0.53,0.5745531083947445,0.542182422285701,0.8879604058418294,6.952352919544914e-07,0.9462958698523343,0.6816943310199999
KOI-3680 b,KOI-3680,11.09691,1.2412685890696329,0.496,347.0,0.534,5830.0,1.01,3.2,0.37688662714595583,0.3191644189499972,0.5162056739454964,3.075558241793002e-06,0.37083428029819565,0.9904361888561481
KOI-4777.01,KOI-4777,0.51,1.269760544863939,0.0,1180.0,0.008,3515.0,0.41,4.0,0.3079380151672576,0.06655112084366283,0.0344938129586197,0.4967864155651426,1.0,0.7666438651929213
KOI-4978 b,KOI-4978,0.7,1.6752256529721037,0.0073999999999999,1277.026,0.102,5050.28,0.8590000000000001,1.48,0.3706842582816247,0.09002847684625848,0.019114161905167147,0.7401140631915281,0.9853089816945358,0.8784204010138326
KOI-7368 b,KOI-7368,2.22,1.332366019094335,0.0,805.0,0.0678,5241.0,0.8790000000000001,0.036,0.3296308787875024,0.08039060367146322,0.19427906375618206,0.4639812740690711,1.0,0.6012814674963051
KOI-7913 b,KOI-7913 A,2.34,1.2837077723447896,0.0,432.0,0.1456,4324.0,0.76,0.036,0.41667298373553396,0.2076029795180612,0.4533683698104766,0.4026673728423775,1.0,0.5013637388311787
KOI-94 b,KOI-94,1.71,2.4069451083182885,0.25,1486.0,0.05119,6182.0,1.277,3.16,0.3630986457876406,0.06011091216351117,0.004389015636788794,0.9211872403257121,0.6065306597126334,0.9607205858480874
KOI-94 c,KOI-94,4.32,0.6471032420585385,0.43,1012.0,0.1013,6182.0,1.277,3.16,0.1992432484913022,0.06813788060261262,0.08341515215865435,0.0807646771207028,0.4231620823177488,0.9607205858480874
KOI-94 d,KOI-94,11.27,0.3096881527143955,0.022,806.0,0.1684,6182.0,1.277,3.16,0.26825093844567893,0.08022996897692607,0.19361177096285814,2.611546340781798e-07,0.9569539574730467,0.9607205858480874
KOI-94 e,KOI-94,6.56,0.4700036292457356,0.019,584.0,0.3046,6182.0,1.277,3.16,0.32251817203470556,0.11002814171240617,0.35650739159356215,0.012690609315220739,0.9627129408911995,0.9607205858480874
KOI-984 b,KOI-984,4.3,0.7793248768009976,0.12,1022.0,0.0504,5295.0,0.9280000000000002,1.3,0.23058249190176025,0.07258799041001342,0.07953562014252867,0.10500910395943971,0.7866278610665535,0.8562818332408009
KOI-984 c,KOI-984,14.1,0.3442986728706769,0.38,597.0,0.1467,5295.0,0.9280000000000002,1.3,0.26358396607811996,0.12702576934624574,0.34692048312318796,5.3295049760601825e-12,0.46766642700990924,0.8562818332408009
KPS-1 b,KPS-1,11.54527,0.8372475245337022,0.0,1459.0,0.0269,5165.0,0.8920000000000001,6.408,0.22242711019327893,0.06304210360156096,0.005390068526207538,3.8078151311046075e-07,1.0,0.9901478064487808
Kapteyn c,Kapteyn,2.54,1.208960345836975,0.23,300.75,0.311,3550.0,0.281,2.385,0.4537361500986428,0.10760781177949331,0.849149084632807,0.3173774296924813,0.631283645506926,0.7718229432842956
Kepler-10 b,Kepler-10,1.47,1.8779371654691075,0.0,2188.0,0.01685,5708.0,0.91,10.6,0.39918589024008283,0.05659088526594059,4.245396640090411e-06,0.9854703925748389,1.0,0.822839405328758
Kepler-10 c,Kepler-10,2.355,1.749199854809259,0.136,579.0,0.241,5708.0,0.91,10.6,0.41355692513732606,0.13348955539224822,0.3601635012273774,0.5916266940066764,0.7618542610898376,0.822839405328758
Kepler-10 d,Kepler-10,3.49,0.9360933591703346,0.19,387.0,0.5379,5708.0,0.91,10.6,0.4131660508013761,0.32925831605338823,0.4735029289834929,0.1443991324135281,0.6838614092123558,0.822839405328758
Kepler-100 b,Kepler-100,1.34,2.592108569021155,0.13,1155.0,0.07309,5837.0,1.13,6.92,0.4085406962376402,0.06471600342290379,0.03977975435911384,0.9991843394958797,0.7710515858035663,0.9900312997031282
Kepler-100 c,Kepler-100,2.2,1.0010369453168206,0.02,939.0,0.11061,5825.0,1.08,6.46,0.3242031549340606,0.07168467779486118,0.11588033900987427,0.37496222365957194,0.9607894391523232,0.9907204430624388
Kepler-100 d,Kepler-100,1.61,1.3072300496606435,0.38,670.0,0.21747,5825.0,1.08,6.46,0.3916171977659439,0.09490522056346747,0.29189815974038447,0.6979357181319966,0.46766642700990924,0.9907204430624388
Kepler-100 e,Kepler-100,5.27,0.6450068052320104,0.026437,571.7,0.312391586,5884.0,1.097,6.92,0.3384756630672548,0.12016776042372464,0.36546629806143777,0.05744949315669119,0.9484995158924276,0.9871052218301073
Kepler-1000 b,Kepler-1000,4.76,0.708035793053696,0.0,473.0,0.5326,6453.0,1.4,1.26,0.35013745110473976,0.13730644644086482,0.4309946161188763,0.08220999056421573,1.0,0.7788954270787489
Kepler-1001 b,Kepler-1001,3.15,1.0224509277025458,0.0,693.0,0.11147,5491.0,0.9,4.68,0.33932244184505045,0.10097262440121778,0.2745396234957393,0.176739187121047,1.0,0.9999928000647997
Kepler-1001 c,Kepler-1001,1.57799279,1.6770965609079151,0.0,804.0,0.08296,5376.0,0.9300000000000002,1.82,0.4465266458644762,0.08617618710698086,0.19494743798268452,0.856822816000238,1.0,0.9626355768131425
Kepler-1002 b,Kepler-1002,1.71,1.5933085305042167,0.0,1453.0,0.0564,6144.0,1.22,4.07,0.37451050041659645,0.06069098307321361,0.0056383732802637735,0.7769041187286159,1.0,0.9647823927518258
Kepler-1003 b,Kepler-1003,1.78,1.551808799597464,0.0,1157.0,0.04333,6109.0,1.11,3.16,0.37444147539373274,0.060599444196489306,0.039334248340545074,0.7328131497010137,1.0,0.9683547789962246
Kepler-1004 b,Kepler-1004,6.28,0.5429055172294024,0.0,1661.0,0.06791,4972.0,1.11,7.76,0.22305218447487737,0.06021098427517096,0.0010376884533616364,0.02060898887565214,1.0,0.9759712009009669
Kepler-1005 b,Kepler-1005,1.5,1.7334238922150915,0.0,1026.0,0.06717,5782.0,1.0,6.17,0.42313515065747276,0.06787567533663445,0.07802115231270344,0.9028702342543542,1.0,0.992993293606039
Kepler-1006 b,Kepler-1006,1.54,1.7047480922384253,0.0,791.0,0.1464,5328.0,0.78,4.27,0.47435676201146887,0.13635485033032846,0.2037325488062638,0.8798076678319049,1.0,0.997378936279069
Kepler-1007 b,Kepler-1007,1.44,1.776645831418007,0.0,652.0,0.048,4587.0,0.73,4.17,0.4842913792111396,0.07868452813154196,0.3055397771039506,0.9356528756733414,1.0,0.9323627495444395
Kepler-1008 b,Kepler-1008,1.28,1.9035989509835904,0.0,627.0,0.09755,5066.0,0.81,6.76,0.5178445258917059,0.10974397429572487,0.3244586490941148,0.9997959600109938,1.0,0.9836028061247468
Kepler-1009 b,Kepler-1009,2.17,1.355835153635182,0.0,403.0,0.0796,4027.0,0.5900000000000001,3.16,0.4505083183053629,0.14462585111750773,0.4669200754718946,0.4923068522825701,1.0,0.8469788108974756
Kepler-101 b,Kepler-101,5.77,0.8960880245566356,0.086,1513.0,0.0474,5667.0,1.17,5.9,0.21897135296484527,0.060038215472023336,0.0035576335775266733,0.06558893725624666,0.8419791731684999,0.9975286438715607
Kepler-101 c,Kepler-101,1.25,2.4423470353692043,0.0,1413.0,0.0684,5667.0,1.17,5.9,0.42362663154730834,0.06353208155248237,0.00756926219542149,0.9987261153396403,1.0,0.9975286438715607
Kepler-1010 b,Kepler-1010,2.32,1.2919836816486496,0.0,477.0,0.1929999999999999,5253.0,0.86,4.79,0.45213098769869986,0.18002862443763362,0.42863065258908445,0.41250974315627936,1.0,0.9946135736700115
Kepler-1011 b,Kepler-1011,2.87,1.0986122886681096,0.0,920.0,0.0633,5416.0,0.91,4.47,0.30385276720248794,0.08042056499298109,0.12554383411703615,0.2219114088944813,1.0,0.9993732914678926
Kepler-1012 b,Kepler-1012,1.29,1.8961194845522973,0.0,934.0,0.06066,5556.0,0.95,3.72,0.45524863239135166,0.07340865169197452,0.1183746948196939,0.9999489821948302,1.0,0.99972134155271
Kepler-1013 b,Kepler-1013,2.15,1.3635373739972745,0.0,766.0,0.137,4954.0,0.81,4.27,0.40478976170025777,0.14692366219465924,0.22109776370835815,0.5032804485006289,1.0,0.9743594930491166
Kepler-1014 b,Kepler-1014,2.39,1.264126727145683,0.0,614.0,0.121,5388.0,0.8800000000000001,4.79,0.3982229515702146,0.1112195180406763,0.3342385546203272,0.3792391427905111,1.0,0.9988865304279382
Kepler-1015 b,Kepler-1015,3.55,0.9202827531436926,0.0,1040.0,0.1345,6769.0,1.49,1.58,0.25090090083184147,0.07181941433604068,0.07288661200780694,0.1398777939750644,1.0,0.795668940172626
Kepler-1016 b,Kepler-1016,2.18,1.3506671834767394,0.0,1540.0,0.03044,5821.0,0.99,3.89,0.3178479942473014,0.05930001886160077,0.002870625566444041,0.4864042223445476,1.0,0.9909448678522057
Kepler-1016 c,Kepler-1016,3.68,0.8919980393051105,0.0,407.0,0.4351900000000001,5821.0,0.99,3.89,0.420620048184163,0.22511225016435338,0.46517240412071037,0.1322158640562055,1.0,0.9909448678522057
Kepler-1017 b,Kepler-1017,1.99,1.4398351280479205,0.0,831.0,0.07196,5473.0,0.9300000000000002,2.95,0.3911663977329328,0.0768307228462224,0.17729377428044948,0.5997934032089547,1.0,0.9999352052485166
Kepler-1018 b,Kepler-1018,2.58,1.1939224684724346,0.0,498.0,0.253,5518.0,0.91,4.47,0.4208497570588512,0.16109462480374445,0.41574827686498195,0.3026622452880882,1.0,0.9999712010367752
Kepler-1019 b,Kepler-1019,1.46,1.7613002617433464,0.0,1164.0,0.0221,4433.0,0.7,3.55,0.4090089971124559,0.06742770862567117,0.037806459467964855,0.9244944651606672,1.0,0.910587911943463
Kepler-102 d,Kepler-102,1.154,2.4595888418037104,0.092,686.0,0.08618,4909.0,0.8030000000000002,1.1,0.4675378687333944,0.10723171454489087,0.27980836927635583,0.9892419136145667,0.8319358038266718,0.7901271321801311
Kepler-102 e,Kepler-102,2.17,1.252762968495368,0.089,590.0,0.1162,4909.0,0.8030000000000002,1.1,0.38926312007597513,0.13419213791261939,0.35209639002916926,0.4578240936618805,0.8369424234887681,0.7901271321801311
Kepler-1020 b,Kepler-1020,2.28,1.308332819650179,0.0,325.0,0.37594,5227.0,0.87,3.63,0.611447119231427,0.4431029452318885,0.6819407511903481,0.43266462383586324,1.0,0.9934297583550633
Kepler-1021 b,Kepler-1021,2.33,1.2864740258376797,0.0,634.0,0.1034,5431.0,0.89,4.68,0.39520154493828774,0.09722261522944096,0.3191719460574937,0.40711470357111545,1.0,0.9995770237938684
Kepler-1022 b,Kepler-1022,2.36,1.275362800412609,0.0,512.0,0.0805,4445.0,0.71,3.63,0.41652133676983305,0.12857281443164437,0.4067525329715352,0.39298838868338243,1.0,0.9123504073919719
Kepler-1023 b,Kepler-1023,2.63,1.175573329804238,0.0,524.0,0.30284,5494.0,0.9300000000000002,4.47,0.43573414863106286,0.2255190796218429,0.3988079502906476,0.2855040159473797,1.0,0.9999968000128001
Kepler-1024 b,Kepler-1024,3.91,0.8458682675776092,0.0,376.0,0.3033,5143.0,0.81,5.25,0.4420960163683924,0.28448456035384906,0.47763888364056184,0.12116843504156695,1.0,0.9888301232609138
Kepler-1025 b,Kepler-1025,1.98,1.4445632692438664,0.0,1654.0,0.2160699999999999,6089.0,1.09,3.31,0.35406675647135966,0.1016316421255218,0.001103354377081147,0.6059385685620389,1.0,0.9703212942074892
Kepler-1026 b,Kepler-1026,2.21,1.3376291891386096,0.0,425.0,0.1977,4948.0,0.79,4.57,0.4907303887557159,0.24339880383818457,0.4568228131983645,0.46976960469520623,1.0,0.9738118317371895
Kepler-1027 b,Kepler-1027,0.89,1.790091412127358,0.0,1268.0,0.02911,5436.0,0.91,1.41,0.38899591468631595,0.05991825614212369,0.020243423460514304,0.8740003074763472,1.0,0.8816360767617464
Kepler-1028 b,Kepler-1028,1.33,1.8625285401162623,0.0,1217.0,0.0354,5522.0,0.9,4.68,0.4282677711563805,0.06486064400998921,0.027732238977156584,0.9931889399973082,1.0,0.9999569800913344
Kepler-1029 b,Kepler-1029,1.26,1.9242486522741336,0.0,790.0,0.047,5030.0,0.8200000000000001,4.07,0.47697898923131876,0.0798696339925218,0.2044155585170476,0.9991843394958797,1.0,0.9808385980549827
Kepler-103 b,Kepler-103,3.4857,0.924258901523332,0.171,973.0,0.133,6047.0,1.212,6.03,0.24809796590785327,0.07521639222558428,0.09984266514467051,0.14174942119427594,0.7103482047091773,0.9742685763295822
Kepler-103 c,Kepler-103,5.4539,1.091923300517313,0.103,434.0,0.6679,6047.0,1.212,6.03,0.4015809355859798,0.24918705909180378,0.45236074658418457,0.1123255649827602,0.8138330762829207,0.9742685763295822
Kepler-1030 b,Kepler-1030,2.48,1.229640551074514,0.0,529.0,0.1338,4983.0,0.8,4.37,0.4161327812511163,0.14716576732309514,0.39543862759760556,0.34035911587685985,1.0,0.9769328261325962
Kepler-1031 b,Kepler-1031,0.87,1.7783364488959144,0.0,2024.0,0.0218,6011.0,1.09,3.39,0.3898423104559312,0.057121056803003965,2.8307031944969614e-05,0.8604894042685989,1.0,0.9774498296317378
Kepler-1032 b,Kepler-1032,1.87,1.5040773967762742,0.0,802.0,0.0361,4647.0,0.77,1.86,0.4013986215265231,0.07370089757118926,0.19628741210465983,0.676516446552253,1.0,0.9122816503999127
Kepler-1033 b,Kepler-1033,2.51,1.2178757094949273,0.0,914.0,0.0761,5547.0,0.94,5.01,0.3248356381814578,0.07725272891597905,0.12869946703125182,0.3282097351997908,1.0,0.9998036926309397
Kepler-1034 b,Kepler-1034,2.26,1.316408233655724,0.0,675.0,0.0965,5198.0,0.83,4.79,0.39605326705870225,0.10352586437256461,0.28811453683589994,0.44296561143919366,1.0,0.9919745803149096
Kepler-1035 b,Kepler-1035,1.17,1.927164106234258,0.0,1301.0,0.03883,5763.0,0.98,4.47,0.4229074760790185,0.06038466008765773,0.01637074005595859,0.991451472116289,1.0,0.993898656110908
Kepler-1036 b,Kepler-1036,3.01,1.0577902941478543,0.0,326.0,0.47726,5533.0,0.95,3.24,0.5559245160962568,0.4232479352962465,0.674469970804983,0.19589962435069622,1.0,0.9999032117118554
Kepler-1037 b,Kepler-1037,1.28,1.9035989509835904,0.0,1650.0,0.0198,5105.0,0.8200000000000001,5.13,0.4202604316624192,0.06108205232641019,0.001142569842743804,0.9997959600109938,1.0,0.9863687888529096
Kepler-1038 b,Kepler-1038,3.53,0.924258901523332,0.0,285.0,0.5238,5335.0,0.87,4.27,0.6829579675263215,0.6341769013806707,0.9321024923595276,0.14105849188637745,1.0,0.9975873057592937
Kepler-1038 c,Kepler-1038,1.4162338,1.7934247485471162,0.0,784.0,0.0692,5159.0,0.8680000000000001,14.0,0.4296929203906733,0.08292340548716763,0.2085345997307505,0.947782236859043,1.0,0.5897963116566842
Kepler-1039 b,Kepler-1039,1.46,1.7613002617433464,0.0,2080.0,0.01714,4870.0,0.79,4.37,0.40319143036859456,0.06190187039756561,1.509193133611798e-05,0.9244944651606672,1.0,0.9662310971447912
Kepler-104 b,Kepler-104,3.1,1.622324127378673,0.0,852.0,0.094,5711.0,0.818,13.18,0.3102350491375617,0.07624185392441077,0.16415809763297834,0.3871900010129866,1.0,0.6507287565317599
Kepler-104 c,Kepler-104,3.13,1.3850072831903335,0.0,668.0,0.153,5711.0,0.818,13.18,0.32927142625239414,0.09489152785877376,0.2934126480756981,0.2881667691486142,1.0,0.6507287565317599
Kepler-104 d,Kepler-104,3.58,0.9815318811107804,0.0,515.0,0.257,5711.0,0.818,13.18,0.344750084692762,0.13629079671124006,0.40478582433394344,0.15389487053583073,1.0,0.6507287565317599
Kepler-1040 b,Kepler-1040,2.08,1.396244691973059,0.0,300.0,0.6724899999999999,5694.0,0.98,4.17,0.7097261816014835,0.5363350764518068,0.8536763613451477,0.5446148082003357,1.0,0.9966685286699715
Kepler-1041 b,Kepler-1041,2.94,1.0784095813505905,0.0,644.0,0.1688,5957.0,1.06,3.55,0.3456992848693654,0.07993064854463908,0.3116030098915534,0.20818410169552662,1.0,0.9818598506674805
Kepler-1042 b,Kepler-1042,2.19,1.3454723665996355,0.0,574.0,0.0756,4815.0,0.75,4.79,0.41804817532272653,0.09986633863516511,0.3638002573297172,0.48052846288842493,1.0,0.9603919989030443
Kepler-1043 b,Kepler-1043,2.55,1.2029723039923526,0.0,532.0,0.2159,5629.0,0.9200000000000002,4.47,0.40901731630173227,0.13778465846382784,0.3934012067434603,0.3129501549313766,1.0,0.998523531672521
Kepler-1044 b,Kepler-1044,2.67,1.1631508098056809,0.0,1058.0,0.0741,5985.0,1.08,3.55,0.2945108809352699,0.07207113988712437,0.06665832689116676,0.2732929065397384,1.0,0.97962818944037
Kepler-1045 b,Kepler-1045,2.69,1.1537315878891892,0.0,512.0,0.1616,5301.0,0.86,4.47,0.4032985406410658,0.13901021520478724,0.4067525329715352,0.266536483103423,1.0,0.9964953545582185
Kepler-1046 b,Kepler-1046,1.71,1.5933085305042167,0.0,786.0,0.11858,5913.0,1.04,3.63,0.4353273745563106,0.08469982476940198,0.207157624275087,0.7769041187286159,1.0,0.9851220607252498
Kepler-1047 b,Kepler-1047,2.09,1.3912819026309298,0.0,503.0,0.29871,5754.0,1.08,4.47,0.44999323147159037,0.1134689921687549,0.4125709118115105,0.538528702316504,1.0,0.9943061579634775
Kepler-1047 c,Kepler-1047,0.99,1.8421356765531216,0.0,1309.0,0.04413,5754.0,1.08,4.47,0.4111622774621601,0.05948206924927088,0.015533447440977614,0.9351478778416156,1.0,0.9943061579634775
Kepler-1048 b,Kepler-1048,1.61,1.6563214983329508,0.0,619.0,0.059,4651.0,0.75,3.98,0.4721000141738261,0.07939715361328707,0.3304839510222933,0.8380516890938841,1.0,0.9407968483482545
Kepler-1049 b,Kepler-1049,0.95,1.8213182714696,0.0,625.0,0.0349,3864.0,0.51,3.8,0.4779178344131346,0.09170892621988631,0.32596682044867265,0.9113028977532778,1.0,0.8206742557335065
Kepler-105 b,Kepler-105,2.53,1.5432981099295553,0.02,1418.0,0.06016,5933.0,0.991,4.27,0.3078047801789712,0.0668236098006935,0.007299676071642442,0.4407249087184591,0.9607894391523232,0.9836767207189374
Kepler-105 c,Kepler-105,1.44,2.4336133554004498,0.02,997.0,0.07229,5933.0,0.991,4.27,0.4393411049336867,0.07000806175142416,0.0894872000115466,0.9900993366533777,0.9607894391523232,0.9836767207189374
Kepler-1050 b,Kepler-1050,1.6,1.66392609771817,0.0,1039.0,0.12353,6010.0,1.09,3.55,0.4152687063762086,0.08657595545814704,0.0732448617311829,0.8445117934051982,1.0,0.9775354785202173
Kepler-1050 c,Kepler-1050,1.48,1.7457155307266483,0.0,935.0,0.15264,6010.0,1.09,3.55,0.4436449558126173,0.09666084517471855,0.11787303827793179,0.9129592628998057,1.0,0.9775354785202173
Kepler-1051 b,Kepler-1051,3.4,0.959350221334602,0.0,850.0,0.18395,6675.0,1.4300000000000002,1.74,0.28441133628113846,0.08143622567180965,0.1653856423869074,0.15165250189888527,1.0,0.8423174631950114
Kepler-1052 b,Kepler-1052,2.93,1.0818051703517284,0.0,522.0,0.20988,5888.0,1.03,3.55,0.38665258038110045,0.13113042204551345,0.4001461972362156,0.21018208040667896,1.0,0.9868396727478106
Kepler-1052 c,Kepler-1052,2.3,1.297463147413275,0.0,302.0,0.6135,5818.0,0.9370000000000002,1.2,0.6427066523052676,0.471147801806895,0.841492544638625,0.4216032046437381,1.0,0.8311114458445039
Kepler-1053 b,Kepler-1053,0.98,1.837369980480108,0.0,953.0,0.0315,4529.0,0.74,3.09,0.43268853517026623,0.07735729278000547,0.10908153154247094,0.9295208511409917,1.0,0.9243892958344819
Kepler-1054 b,Kepler-1054,2.63,1.175573329804238,0.0,1177.0,0.05542,6209.0,1.22,2.82,0.2833182781717547,0.06191756276725537,0.03509629602050575,0.2855040159473797,1.0,0.9577225400861291
Kepler-1055 b,Kepler-1055,1.23,1.94876321803772,0.0,1304.0,0.0335,5723.0,0.98,3.09,0.42507731859266007,0.06286453255292442,0.016052345459090553,0.9975062395963412,1.0,0.9956039791509561
Kepler-1056 b,Kepler-1056,3.01,1.0577902941478543,0.0,590.0,0.1628999999999999,6127.0,1.12,2.95,0.35542623353694675,0.09019542404663726,0.35209639002916926,0.19589962435069622,1.0,0.9665381274319211
Kepler-1057 b,Kepler-1057,3.36,0.9631743177730056,0.0,724.0,0.1138,5987.0,1.07,3.09,0.32171640249781774,0.08625941980426308,0.2514464321520331,0.1535878749009385,1.0,0.9794642254812969
Kepler-1058 b,Kepler-1058,2.72,1.144222799920162,0.0,239.0,0.3678999999999999,4644.0,0.73,3.39,0.6138095922871769,0.35187252088217025,0.9801986733067553,0.25807561978588456,1.0,0.939894176945516
