pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age
CoRoT-18 b,CoRoT-18,14.68,1.1631508098056809,0.08,1550.0,0.0295,5440.0,0.95,0.6
CoRoT-19 b,CoRoT-19,14.46,0.5364933705145685,0.047,2000.0,0.0518,6090.0,1.21,5.0
CoRoT-2 b,CoRoT-2,16.432,0.904218150639886,0.0143,1521.0,0.02798,5625.0,0.96,2.7
CoRoT-21 b,CoRoT-21,14.5717,0.8586616190375187,0.0,2154.864,0.0417,6200.0,1.29,4.1
CoRoT-22 b,CoRoT-22,4.88,0.2223432311434406,0.077,885.0,0.092,5939.0,1.099,3.3
CoRoT-23 b,CoRoT-23,11.77,1.3862943611198906,0.16,1660.0,0.048,5900.0,1.14,7.2
CoRoT-24 b,CoRoT-24,3.7,0.6418538861723948,0.0,1070.0,0.056,4950.0,0.91,11.0
CoRoT-24 c,CoRoT-24,5.0,0.832909122935104,0.0,850.0,0.098,4950.0,0.91,11.0
CoRoT-25 b,CoRoT-25,12.11,0.1397619423751586,0.0,1330.0,0.0578,6040.0,1.09,4.5
CoRoT-26 b,CoRoT-26,14.12,0.2468600779315258,0.0,1600.0,0.0526,5590.0,1.09,8.6
CoRoT-27 b,CoRoT-27,11.287,2.6100697927420065,0.065,1500.0,0.0476,5900.0,1.05,4.21
CoRoT-28 b,CoRoT-28,10.704595,0.5247285289349821,0.047,1338.753,0.0603,5150.0,1.01,12.0
CoRoT-29 b,CoRoT-29,10.0881,0.8960880245566356,0.082,1136.6439999999998,0.0386,5260.0,0.97,4.5
CoRoT-30 b,CoRoT-30,11.309881,1.4929040961781488,0.007,1058.0,0.0844,5650.0,0.98,3.0
CoRoT-31 b,CoRoT-31,16.36514,0.2851789422336624,0.02,1637.6,0.0586,5700.0,1.25,4.7
CoRoT-32 b,CoRoT-32,6.38913,0.7419373447293773,0.0780999999999999,938.0,0.071,5970.0,1.08,1.1187
CoRoT-35 b,CoRoT-35,18.83108758,0.2546422183735807,0.0,1747.0,0.0429,6390.0,1.01,6.1
CoRoT-36 b,CoRoT-36,15.80466279,0.2231435513142097,0.0,1567.0,0.066,6730.0,1.32,2.1
CoRoT-4 b,CoRoT-4,13.34,0.421994410059375,0.0,1074.0,0.09,6190.0,1.16,1.0
CoRoT-5 b,CoRoT-5,15.558,0.1963888140053901,0.09,1438.0,0.04947,6100.0,1.0,6.9
CoRoT-6 b,CoRoT-6,13.068,1.199964782928397,0.1,1017.0,0.0855,6090.0,1.05,2.5
CoRoT-7 b,CoRoT-7,1.68135,2.3374694948475474,0.0,1756.0,0.017016,5275.0,0.8200000000000001,1.8
CoRoT-7 c,CoRoT-7,2.83,1.1118575154181305,0.0,1097.4,0.046,5256.0,0.899,1.8
CoRoT-7 d,CoRoT-7,4.31,0.7793248768009976,0.0834999999999999,837.4,0.102,5250.0,0.915,1.8
CoRoT-8 b,CoRoT-8,6.39,0.9555114450274363,0.0,870.0,0.063,5080.0,0.8800000000000001,3.0
CoRoT-9 b,CoRoT-9,11.948794,0.6205764877251099,0.133,420.0,0.4021,5625.0,0.96,6.0
DMPP-1 b,DMPP-1,5.29,0.6423800635062922,0.083,877.0,0.1462,6196.0,1.21,2.01
DMPP-1 c,DMPP-1,3.06,1.043804052173115,0.057,1239.0,0.0733,6196.0,1.21,2.01
DMPP-1 d,DMPP-1,1.65,1.62924053973028,0.07,1632.0,0.0422,6196.0,1.21,2.01
DMPP-1 e,DMPP-1,1.86,1.5107219394949427,0.07,1314.0,0.0651,6196.0,1.21,2.01
DMPP-2 b,DMPP-2,14.3,0.2319050569827825,0.078,1000.0,0.0664,6500.0,1.44,2.0
DMPP-3 A b,DMPP-3 A,1.41,1.801709800081223,0.14,854.0,0.0662,5138.0,0.87,10.9
DMPP-4 b,DMPP-4,3.53,0.924258901523332,0.063,1567.6,0.04853,6400.0,1.25,2.15
DS Tuc A b,DS Tuc A,5.7,1.269760544863939,0.0,850.0,0.102,5428.0,1.01,0.045
EPIC 201170410.02,EPIC 201170410,1.047,1.873339456220478,0.0,592.2,0.0349,3648.0,0.287,4.779999999999999
EPIC 201238110 b,EPIC 201238110,1.87,1.5040773967762742,0.09866,388.3,0.102,3587.0,0.41,3.68
EPIC 201427007 b,EPIC 201427007,1.5,1.7334238922150915,0.04,1478.5,0.102,5633.0,0.9300000000000002,7.784999999999999
EPIC 201497682 b,EPIC 201497682,0.692,1.6695918352538477,0.0186,807.2,0.102,4991.0,0.78,6.106
EPIC 201595106 b,EPIC 201595106,1.565,2.4932054526026954,0.0,2038.0,0.0177,5679.0,0.958,6.0
EPIC 201615463 c,K2-166,1.22,1.9444805562457188,0.0,1337.42,0.102,5960.0,1.073,5.574
EPIC 201754305 d,K2-16,1.03,1.860974538249528,0.010432,1029.1,0.102,4761.0,0.67,8.218000000000002
EPIC 201757695.02,EPIC 201757695,0.90819,1.80005827204275,0.0,1011.98,0.0296,4520.0,0.727,5.707999999999999
EPIC 201833600 c,K2-50,1.0,1.8468787684491343,0.017,784.7900000000001,0.102,4326.0,0.611,6.098
EPIC 201841433 b,EPIC 201841433,1.04,1.867176108512809,0.0209999999999999,898.82,0.035,5053.0,0.8019999999999999,4.298499999999999
EPIC 205950854 c,K2-168,1.31,1.8794650496471603,0.0,960.6,0.102,5502.7,0.877,4.129
EPIC 206024342 b,EPIC 206024342,1.7,1.599387576580599,0.0046,893.8,0.102,5724.0,0.9280000000000002,1.6800000000000004
EPIC 206024342 c,EPIC 206024342,1.4,1.8066480817218056,0.039,1605.6,0.102,5724.0,0.9280000000000002,6.723000000000001
EPIC 206024342 d,EPIC 206024342,2.6,1.184789984909162,0.0649,871.6,0.102,5724.0,0.9280000000000002,7.37
EPIC 206032309 b,EPIC 206032309,1.01,1.8547342683894437,0.0551,612.1800000000001,0.102,3489.0,0.221,3.361
EPIC 206042996 b,EPIC 206042996,1.7,1.599387576580599,0.0,569.6,0.102,4114.0,0.565,4.063
EPIC 206042996 c,EPIC 206042996,1.2,1.9387416595767009,0.114032,1207.4699999999998,0.102,4114.0,0.565,4.246
EPIC 206215704 b,EPIC 206215704,1.0,1.8468787684491343,0.048586,453.69,0.102,3297.0,0.407,3.742
EPIC 206317286 b,EPIC 206317286,0.96,1.827769906751088,0.008,1161.79,0.102,4752.0,0.7109999999999999,8.443999999999999
EPIC 206317286 c,EPIC 206317286,2.094,1.3887912413184778,0.01,597.7,0.102,4752.0,0.8319999999999999,4.3906
EPIC 211822797 b,EPIC 211822797,1.92,1.4770487243883548,0.06,431.0,0.1195,4057.0,0.62,0.79
EPIC 211945201 b,EPIC 211945201,5.76,0.2851789422336624,0.0,817.0,0.1493,6069.0,1.17,3.99
EPIC 212297394 b,EPIC 212297394,1.48,1.7457155307266483,0.0284,1149.0,0.102,5171.0,0.83,5.353
EPIC 212297394 c,EPIC 212297394,2.27,1.3110318766193438,0.026,866.0,0.102,5171.0,0.83,5.63
EPIC 212424622 b,EPIC 212424622,2.17,1.355835153635182,0.0,791.1,0.102,5782.33,1.106,4.816
EPIC 212499991 b,EPIC 212499991,1.6,1.66392609771817,0.0,531.866,0.102,4982.79,0.912,3.336
EPIC 212587672 b,EPIC 212587672,1.26,1.9242486522741336,0.0,756.0,0.102,6004.0,0.99,4.324
EPIC 212587672 c,EPIC 212587672,2.32,1.2919836816486496,0.0,658.0,0.102,6004.0,0.99,4.443
EPIC 212624936 b,EPIC 212624936,1.2,1.9387416595767009,0.0073999999999999,1637.8,0.102,5765.0,1.0,1.8541
EPIC 212624936 c,EPIC 212624936,2.3,1.297463147413275,0.0,764.1,0.102,5765.0,1.0,1.3140000000000005
EPIC 212737443 b,EPIC 212737443,2.586,1.1908875647772803,0.2,536.0,0.098,4684.0,0.69,7.963100000000002
EPIC 212737443 c,EPIC 212737443,2.69,1.1537315878891892,0.2,316.0,0.28,4684.0,0.69,5.736
EPIC 220492298 b,EPIC 220492298,0.99,1.8421356765531216,0.0073999999999999,1610.2,0.102,5620.0,0.95,3.651
EPIC 220554210 c,K2-282,1.6,1.66392609771817,0.1294,1246.09,0.102,5499.0,0.94,7.297
EPIC 220674823 b,EPIC 220674823,1.676,2.3115448343655176,0.0,2299.0,0.01314,5578.0,0.913,7.5
EPIC 220674823 c,EPIC 220674823,2.84,1.000631880307906,0.17,804.0,0.1073,5578.0,0.913,7.5
EPIC 228836835 b,EPIC 228836835,1.1,1.8961194845522975,0.0323,932.0,0.102,3782.0,0.418179,7.028999999999999
EPIC 229004835 b,EPIC 229004835,2.332,1.7029282555214391,0.23,804.0,0.1237,5868.0,0.97,4.9
EPIC 246851721 b,EPIC 246851721,11.780659,1.410986973710262,0.18675,1401.0,0.07229,6202.0,1.3169999999999995,3.02
EPIC 249893012 b,EPIC 249893012,1.95,2.0001277349601105,0.06,1616.0,0.047,5430.0,1.05,9.0
EPIC 249893012 c,EPIC 249893012,3.67,0.9631743177730056,0.07,990.0,0.13,5430.0,1.05,9.0
EPIC 249893012 d,EPIC 249893012,3.94,0.6471032420585385,0.15,752.0,0.22,5430.0,1.05,9.0
G 192-15 b,G 192-15,1.02,1.8453002361560848,0.0,453.6,0.01723,2999.0,0.132,3.148
G 264-012 b,G 264-012,1.39,1.8115620965242347,0.004876,587.0,0.02279,3326.0,0.297,5.32
G 264-012 c,G 264-012,1.76,1.5644405465033646,0.061593,387.0,0.0525,3326.0,0.297,6.616
G 268-110 b,G 268-110,1.13,1.9154509415706047,0.0,534.0,0.0128299999999999,5549.0,0.137,6.564
G 9-40 b,G 9-40,1.9,1.4350845252893227,0.0,440.6,0.0418,3395.0,0.2952,9.9
GJ 1132 b,GJ 1132,1.19151465,1.9416152247724323,0.0118,583.8,0.0157,3229.0,0.1944999999999999,5.0
GJ 1132 c,GJ 1132,1.43,1.7850704810772584,0.27,300.0,0.0476,3270.0,0.181,5.0
GJ 1148 b,GJ 1148,11.9,0.2738366656297278,0.38,558.862,0.166,3287.0,0.3440449999999999,4.034000000000001
GJ 1148 c,GJ 1148,9.71,0.3428802329165431,0.342,332.32700000000006,0.912,3287.0,0.3440449999999999,5.618
GJ 1151 c,GJ 1151,3.25,0.9932517730102834,0.4028,247.5,0.5714,3280.0,0.1639,2.7741
GJ 1214 b,GJ 1214,2.733,1.181727195378616,0.0062,567.0,0.01505,3101.0,0.182,3.0
GJ 1252 b,GJ 1252,1.193,1.6486586255873816,0.0,1089.0,0.00915,3458.0,0.381,3.9
GJ 1265 b,GJ 1265,2.63,1.175573329804238,0.04,454.525,0.026,3236.0,0.178,4.840999999999999
GJ 1289 b,GJ 1289,2.38,1.269760544863939,0.0,150.0,0.27,3296.0,0.21,4.252999999999999
GJ 143 b,GJ 143,2.61,2.079441541679836,0.188,422.0,0.1915,4640.0,0.73,3.8
GJ 15 A b,GJ 15 A,1.55,1.6992786164338898,0.094,550.0,0.072,3607.0,0.38,5.095000000000001
GJ 160.2 b,GJ 160.2,3.17,1.015230679729059,0.06,772.367,0.053,4347.0,0.69,3.399
GJ 163 b,GJ 163,3.25,0.9932517730102834,0.073,370.8,0.0607,3500.0,0.4,6.0
GJ 163 c,GJ 163,2.5,1.2208299213923592,0.099,323.34700000000004,0.1254,3500.0,0.4,6.0
GJ 163 d,GJ 163,5.92,0.5760514086836981,0.373,303.62,1.0304,3500.0,0.4,6.0
GJ 179 b,GJ 179,13.8,0.4891933236388768,0.21,300.0,2.4100000000000006,3370.0,0.357,4.69
GJ 180 b,GJ 180,2.43,1.249901736214336,0.07,358.39,0.092,3371.0,0.4299999999999999,4.260000000000001
GJ 180 c,GJ 180,2.41,1.2556160374777745,0.09,370.29,0.129,3371.0,0.4299999999999999,3.767
GJ 180 d,GJ 180,2.66,1.1662709371419244,0.14,235.188,0.309,3371.0,0.4299999999999999,1.052
GJ 2030 b,GJ 2030,2.03,1.4182774069729414,0.239,1567.3,0.034,5485.0,0.96,8.558
GJ 229 A c,GJ 229,2.87,1.095273387402595,0.366,308.22,0.384,3564.0,0.509,0.4
GJ 229 b,GJ 229,3.97,0.8372475245337022,0.404,281.36,1.086,3564.0,0.509,0.4
GJ 238 b,GJ 238,0.566,1.5727739280625088,0.0560099999999999,758.0,0.02123,3485.0,0.4193,6.685
GJ 251 b,GJ 251,1.79,1.545432582458188,0.0,336.0,0.0808,3342.0,0.35,6.8
GJ 251 c,GJ 251,1.8,1.5390154481375546,0.0,216.0,0.196,3342.0,0.35,6.8
GJ 27.1 b,GJ 27.1,3.66,0.9001613499442714,0.08,476.0,0.101,3542.0,0.53,3.967
GJ 273 b,GJ 273,1.51,1.724550719534605,0.1,284.8,0.091101,3382.0,0.2899999999999999,4.369000000000001
GJ 273 c,GJ 273,1.06,1.8625285401162623,0.17,442.9,0.036467,3382.0,0.2899999999999999,4.343999999999999
GJ 3021 b,GJ 3021,13.1,1.2864740258376797,0.511,350.0,0.49,5540.0,0.9,0.37
GJ 3082 b,GJ 3082,2.79,1.1216775615991057,0.22,445.334,0.079,3910.0,0.4699999999999999,4.70901
GJ 3090 b,GJ 3090,2.18,1.2237754316221157,0.25,723.0,0.0316,3707.0,0.519,2.7265
GJ 3090 c,GJ 3090,3.14,1.0188473201992472,0.0,407.2,0.0997,3707.0,0.519,3.16
GJ 3138 b,GJ 3138,1.18,1.9387416595767009,0.19,892.985,0.0197,3717.0,0.6810000000000002,2.505
GJ 3138 c,GJ 3138,1.88,1.4951487660319729,0.11,511.5,0.057,3717.0,0.6810000000000002,4.648000000000001
GJ 3138 d,GJ 3138,3.23,0.9969486348916092,0.32,134.29000000000002,0.698,3717.0,0.6810000000000002,2.27
GJ 317 b,GJ 317,13.3,1.0508216248317612,0.0826,283.9,1.138,3496.0,0.4019999999999999,5.0
GJ 328 b,GJ 328,13.3,1.0508216248317612,0.227,132.35000000000002,4.109999999999999,3897.0,0.65,4.949999999999999
GJ 328 c,GJ 328,4.91,0.6896410412306576,0.1982999999999999,331.807,0.657,3897.0,0.65,6.81
GJ 3293 b,GJ 3293,5.19,0.6549259677397475,0.06,290.61,0.14339,3466.0,0.4199999999999999,6.283
GJ 3293 c,GJ 3293,4.87,0.6931471805599453,0.11,176.33,0.36175,3466.0,0.4199999999999999,5.98
GJ 3293 d,GJ 3293,2.67,1.1600209167967532,0.12,301.202,0.1939399999999999,3466.0,0.4199999999999999,3.221
GJ 3293 e,GJ 3293,1.63,1.6409365794934714,0.21,371.9,0.08208,3466.0,0.4199999999999999,4.170000000000001
GJ 3323 b,GJ 3323,1.23,1.9401794743463283,0.23,343.81000000000006,0.03282,3159.0,0.164,5.991999999999999
GJ 3323 c,GJ 3323,1.32,1.874874375938561,0.17,176.07,0.1264,3159.0,0.164,5.574
GJ 3341 b,GJ 3341,2.46,1.235471471385307,0.31,395.58,0.089,3526.0,0.4699999999999999,3.538
GJ 338 B b,GJ 338 B,3.25,0.9932517730102834,0.109,391.0,0.142,4014.0,0.64,4.0
GJ 341 b,GJ 341,0.88,1.269760544863939,0.0,629.0,0.102,3770.0,0.48,3.152
GJ 3470 b,GJ 3470,4.57,0.5877866649021191,0.017,593.5,0.0354999999999999,3600.0,0.539,1.65
GJ 3473 b,GJ 3473,1.264,1.7967470107390942,0.0,773.0,0.01589,3347.0,0.36,3.608
GJ 3473 c,GJ 3473,2.63,1.175573329804238,0.0,329.1,0.0876,3347.0,0.36,3.682
GJ 357 b,GJ 357,1.2,1.88706964903238,0.0434,518.0,0.036,3505.0,0.342,6.054
GJ 357 c,GJ 357,1.66,1.6253112615903906,0.0328,401.2,0.061,3505.0,0.342,5.686000000000001
GJ 357 d,GJ 357,2.34,1.2864740258376797,0.2894,219.6,0.204,3505.0,0.342,2.144
GJ 3634 b,GJ 3634,2.83,1.1118575154181305,0.08,695.5,0.0287,3517.0,0.45,5.0
GJ 367 b,GJ 367,0.699,2.4159137783010487,0.06,1365.0,0.00709,3522.0,0.455,6.029
GJ 367 c,GJ 367,1.86,1.5107219394949427,0.09,482.73,0.102,3522.0,0.455,2.896
GJ 367 d,GJ 367,2.33,1.2864740258376797,0.14,326.49,0.102,3522.0,0.455,4.626
GJ 3779 b,GJ 3779,2.75,1.1346227261911428,0.07,498.91,0.026,3324.0,0.27,4.324
GJ 3929 b,GJ 3929,1.09,2.1162555148025524,0.0,568.0,0.0252,3384.0,0.313,7.1
GJ 3929 c,GJ 3929,2.26,1.3137236682850553,0.0,317.0,0.081,3384.0,0.313,7.1
GJ 393 b,GJ 393,1.17,1.927164106234258,0.1102399999999999,485.0,0.05402,3579.0,0.426,4.907
GJ 3942 b,GJ 3942,2.57,1.1969481893889715,0.121,590.0,0.0608,3867.0,0.63,2.73
GJ 3988 b,GJ 3988,1.74,1.578978704949392,0.0,348.0,0.0405,3273.0,0.1842,5.369
GJ 3998 b,GJ 3998,1.39,1.8115620965242347,0.0,666.9,0.03,3726.0,0.52,8.38
GJ 3998 c,GJ 3998,2.5,1.2237754316221157,0.0,389.9,0.09,3726.0,0.52,8.38
GJ 3998 d,GJ 3998,2.34,1.2809338454620645,0.0,289.74,0.189,3726.0,0.52,8.38
GJ 411 b,GJ 411,1.45,1.766441661243765,0.063,349.83,0.07879,3719.0,0.3899,8.047
GJ 414 A b,GJ 414 A,2.63,1.1939224684724346,0.45,308.6,0.2324,4120.0,0.65,12.4
GJ 414 A c,GJ 414 A,8.4,0.4047982191204606,0.105,124.7,1.4,4120.0,0.65,12.4
GJ 422 b,GJ 422,3.33,0.9745596399981308,0.11,385.9,0.111,3323.0,0.35,4.1297
GJ 4274 b,GJ 4274,1.53,1.715598108262491,0.01868,574.4,0.0153,3228.0,0.18,0.12
GJ 4274 c,GJ 4274,2.83,1.1085626195212777,0.18673,158.88000000000002,0.186,3228.0,0.18,0.12
GJ 4276 b,GJ 4276,4.22,0.7929925155296614,0.37,389.25,0.082,3387.0,0.406,6.9
GJ 433 b,GJ 433,2.33,1.289232648276759,0.04,549.13,0.062,3461.0,0.48,5.7780000000000005
GJ 433 d,GJ 433,2.14,1.3686394258811698,0.07,322.89,0.178,3461.0,0.48,4.98
GJ 436 b,GJ 436,4.17,1.0296194171811583,0.13827,686.0,0.0291,3586.11,0.4699999999999999,6.0
GJ 463 b,GJ 463,13.1,1.2919836816486496,0.146,256.776,3.53,3563.0,0.486,5.2747
GJ 480 b,GJ 480,3.69,0.8919980393051105,0.1,411.187,0.068,3381.0,0.45,3.4610000000000007
GJ 486 b,GJ 486,1.289,2.0360119837525,0.00086,696.3,0.01714,3317.0,0.312,4.0
GJ 514 b,GJ 514,2.13,1.3762440252663892,0.45,202.0,0.4219999999999999,3728.0,0.51,0.8
GJ 536 b,GJ 536,2.41,1.252762968495368,0.0,451.0,0.0668,3641.0,0.528,4.2
GJ 536 c,GJ 536,2.3,1.297463147413275,0.0,290.5,0.1617,3641.0,0.528,4.2
GJ 581 b,GJ 581,4.79,0.7030975114131134,0.0342,469.09,0.0399,3500.0,0.295,4.3
GJ 581 c,GJ 581,2.5,1.2208299213923592,0.032,375.9,0.0718,3500.0,0.295,4.3
GJ 581 e,GJ 581,1.38,1.8229350866965048,0.012,603.75,0.02799,3500.0,0.295,4.3
GJ 625 b,GJ 625,1.49,1.7369512327330598,0.13,307.62,0.078361,3499.0,0.3,5.656000000000001
GJ 649 b,GJ 649,10.8,0.3060130291365043,0.083,311.06,1.112,3734.0,0.51,0.44
GJ 667 C b,GJ 667 C,2.25,1.3190856114264409,0.2,717.515,0.050431,3350.0,0.33,2.0
GJ 667 C c,GJ 667 C,1.77,1.5623463049002495,0.02,455.4,0.125,3350.0,0.33,2.0
GJ 667 C e,GJ 667 C,1.45,1.769854633840005,0.02,325.41,0.213,3350.0,0.33,2.0
GJ 667 C f,GJ 667 C,1.45,1.769854633840005,0.03,334.11,0.156,3350.0,0.33,2.0
GJ 667 C g,GJ 667 C,1.99,1.43746264769429,0.08,255.66,0.549,3350.0,0.33,2.0
GJ 674 b,GJ 674,3.33,0.9745596399981308,0.2,489.4,0.039,3600.0,0.35,0.55
GJ 676 A b,GJ 676 A,12.8,1.7613002617433464,0.319,251.99,1.7350000000000003,3734.0,0.626,6.4607
GJ 676 A d,GJ 676 A,1.78,1.551808799597464,0.192,727.4,0.039,3734.0,0.626,4.3580000000000005
GJ 676 A e,GJ 676 A,2.47,1.2325602611778486,0.152,361.68,0.181,3734.0,0.626,4.89
GJ 682 b,GJ 682,1.93,1.4724720573609429,0.08,356.283,0.08,3028.0,0.27,5.9377
GJ 682 c,GJ 682,2.89,1.091923300517313,0.1,319.837,0.176,3028.0,0.27,4.4907
GJ 685 b,GJ 685,2.95,1.075002423028976,0.0,418.383,0.1344,3816.0,0.55,3.469
GJ 687 b,GJ 687,4.32,0.7747271675523681,0.17,347.16,0.163,3413.0,0.4,5.647
GJ 687 c,GJ 687,4.14,0.8064758658669486,0.4,252.272,1.165,3413.0,0.4,5.184699999999999
GJ 720 A b,GJ 720 A,3.77,0.8754687373538999,0.12,401.0,0.119,3837.0,0.57,3.507999999999999
GJ 724 b,GJ 724,3.27,0.9895411936137476,0.577,611.0,0.04685,3799.0,0.5271,5.08
GJ 740 b,GJ 740,1.53,1.7119945007591926,0.24,829.0,0.029,3913.0,0.58,2.378
GJ 806 b,GJ 806,1.331,1.6863989535702286,0.0214,940.0,0.01406,3600.0,0.413,5.0
GJ 806 c,GJ 806,2.28,1.3056264580524355,0.07024,490.0,0.0523,3600.0,0.413,5.0
GJ 832 b,GJ 832,13.8,0.5056120567131033,0.05,81.88,3.7,3472.0,0.45,8.1
GJ 849 b,GJ 849,13.9,0.4580575582273349,0.029,262.64,2.3199999999999994,3467.0,0.45,3.0
GJ 86 b,GJ 86,12.9,1.5260563034950494,0.04,726.5,0.11,5182.0,0.9300000000000002,11.3
GJ 876 b,GJ 876,13.3,0.9895411936137476,0.0324,453.0,0.208317,3293.74,0.32,1.0
GJ 876 c,GJ 876,14.0,0.3750059006234558,0.25591,681.1,0.12959,3293.74,0.32,1.0
GJ 876 d,GJ 876,2.51,1.2149127443642704,0.207,1056.585,0.02080665,3293.74,0.32,1.0
GJ 876 e,GJ 876,3.92,0.8458682675776092,0.055,307.69,0.3343,3293.74,0.32,1.0
GJ 887 b,GJ 887,1.8,1.541159071680806,0.14,426.0,0.0683,3688.0,0.495,2.9
GJ 887 c,GJ 887,2.43,1.249901736214336,0.17,320.0,0.121,3688.0,0.495,2.9
GJ 887 d,GJ 887,2.34,1.2864740258376797,0.211,241.0,0.212,3688.0,0.495,2.9
GJ 887 e,GJ 887,1.12,1.9035989509835904,0.0524,544.0,0.0417,3688.0,0.495,2.9
GJ 896 A b,GJ 896 A,13.3,0.9858167945227652,0.35,250.38,0.63965,3345.0,0.43599,3.98
GJ 9066 c,GJ 9066,9.6,0.3471295310952009,0.46,299.0,0.8800000000000001,3154.0,0.15,4.1621
GJ 9404 b,GJ 9404,3.48,0.9360933591703346,0.49,711.5,0.0943,3811.0,0.62,5.661
GJ 96 b,GJ 96,4.67,0.7227059828014898,0.44,399.5,0.291,3785.0,0.6000000000000001,5.38
GJ 9689 b,GJ 9689,3.07,1.0402767116551463,0.29,453.04,0.1139,3836.0,0.5900000000000001,8.9
GJ 9773 b,GJ 9773,14.2,0.2859305394129746,0.218,494.992,2.921,3528.0,0.358,4.859999999999999
GJ 9827 b,GJ 9827,1.44,2.1813210055010064,0.0,1035.01,0.0189,4236.0,0.62,5.465
GJ 9827 c,GJ 9827,1.13,2.097035850080787,0.0,715.94,0.0395,4236.0,0.62,5.465
GJ 9827 d,GJ 9827,1.98,1.2556160374777745,0.0,675.0,0.053,4236.0,0.62,5.465
Gaia-1 b,Gaia-1,13.77583728,0.7514160886839212,0.073853,1159.07,0.04047,5470.0,0.949,6.09
Gaia-2 b,Gaia-2,14.81827249,0.3639484279052307,0.0749,1213.23,0.0467,5720.0,1.0,5.714
Gaia-4 b,Gaia-4,12.4,2.468099531471619,0.338,438.9,0.102,4034.0,0.644,6.8
Gaia22dkvL b,Gaia22dkvL,14.1,0.3133498192003587,0.3063099999999999,627.5319999999999,1.4,5549.0,1.145,3.8889
Gl 378 b,Gl 378,3.66,0.9001613499442714,0.109,830.0,0.039435,3879.0,0.56,3.257
Gl 410 b,Gl 410,2.83,1.1118575154181305,0.0798,736.17,0.0531,3842.0,0.55,0.48
Gl 49 b,Gl 49,2.24,1.3217558399823195,0.363,444.71100000000007,0.0905,3805.0,0.515,1.6035
Gl 686 b,Gl 686,2.46,1.2383742310432684,0.05,379.0,0.091,3656.0,0.426,5.506
Gl 725 A b,Gl 725 A,1.48,1.7422190236679187,0.0,402.92,0.068,3433.0,0.33,6.2
Gliese 12 b,Gliese 12,0.958,1.269760544863939,0.5,314.6,0.0668,3296.0,0.2414,7.0
HAT-P-1 b,HAT-P-1,14.784671,0.2484213584984782,0.0,1322.0,0.05561,5980.0,1.151,3.6
HAT-P-11 b,HAT-P-11,4.36,0.775648402071689,0.251,838.0,0.05258,4653.0,0.8110000000000002,2.69
HAT-P-12 b,HAT-P-12,10.749,0.277025492263252,0.0,963.0,0.0384,4650.0,0.7330000000000001,2.5
HAT-P-13 b,HAT-P-13,14.258,0.2932910626146447,0.0133,1740.0,0.04383,5653.0,1.32,5.0
HAT-P-15 b,HAT-P-15,11.88154,1.085189268335969,0.19,904.0,0.0965,5568.0,1.0,6.8
HAT-P-16 b,HAT-P-16,14.68376472,1.247029132861847,0.0462,1566.0,0.0413,6140.0,1.218,0.5
HAT-P-17 b,HAT-P-17,11.76945,0.3646431135879092,0.35,800.0,0.0892,5246.0,0.99,7.0
HAT-P-18 b,HAT-P-18,11.153,0.2231435513142097,0.084,852.0,0.0559,4803.0,0.77,12.4
HAT-P-19 b,HAT-P-19,11.29865255,0.2889312918522129,0.07,981.2,0.04599,4962.0,0.8069999999999999,7.2
HAT-P-2 b,HAT-P-2,10.659759,2.115049969147204,0.5172,1540.0,0.06814,6380.0,1.33,1.44
HAT-P-2 c,HAT-P-2,12.4,2.379546134130174,0.37,889.3,0.102,6412.0,1.33,1.44
HAT-P-20 b,HAT-P-20,9.718,2.6932749155200555,0.015,970.0,0.0361,4595.0,0.756,6.7
HAT-P-21 b,HAT-P-21,12.44199,1.533373165506286,0.23,1367.0,0.05037,5588.0,1.2400000000000002,10.2
HAT-P-22 b,HAT-P-22,12.89035,1.144222799920162,0.02,1463.0,0.0414,5302.0,1.13,12.4
HAT-P-23 b,HAT-P-23,15.334,0.6981347220709844,0.106,2056.0,0.0232,5905.0,1.13,4.0
HAT-P-24 b,HAT-P-24,14.5717,0.3646431135879092,0.07,1637.0,0.04651,6373.0,1.37,2.8
HAT-P-25 b,HAT-P-25,12.722215,0.394067063155795,0.023,1182.0,0.0466,5519.0,1.012,3.2
HAT-P-26 b,HAT-P-26,7.06167,0.2300063483593653,0.12,1080.0,0.04748,5079.0,1.12,9.0
HAT-P-27 b,HAT-P-27,11.43,0.5653138090500605,0.0,1091.99,0.04,5316.0,0.916,4.4
HAT-P-28 b,HAT-P-28,13.585,0.3646431135879092,0.051,1384.0,0.0434,5680.0,1.025,6.1
HAT-P-29 b,HAT-P-29,13.11453,0.5369856469874391,0.09,1281.0,0.0667,6087.0,1.45,2.2
HAT-P-3 b,HAT-P-3,10.53646,0.6178846960593984,0.0,1189.0,0.03866,5185.0,1.06,1.6
HAT-P-30 b,HAT-P-30,16.14096,0.2692634869277628,0.04,1630.0,0.0419,6304.0,1.5499999999999998,1.0
HAT-P-31 b,HAT-P-31,12.21781,1.1568811967920856,0.25,1450.0,0.061,6065.0,1.31,3.17
HAT-P-32 b,HAT-P-32,22.19382,0.102556588325092,0.159,1835.7,0.03397,6001.0,1.1319999999999997,2.7
HAT-P-33 b,HAT-P-33,20.73665,0.1823215567939545,0.0,1782.0,0.04995,6446.0,1.82,2.3
