pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_age,st_ageerr1,st_ageerr2,st_agelim
GJ 806 b,GJ 806,0.9263237,9e-07,-9e-07,0.0,0.01406,0.0003,-0.0003,0.0,1.331,0.023,-0.023,0.0,1.9,0.17,-0.17,0.0,4.4,0.45,-0.45,0.0,,,,,130.0,6.0,-6.0,0.0,940.0,10.0,-10.0,0.0,3600.0,16.0,-16.0,0.0,0.4144,0.0038,-0.0038,0.0,0.413,0.011,-0.011,0.0,-1.58528,0.00163,-0.00164,0.0,5.0,3.0,-4.0,0.0
GJ 806 c,GJ 806,6.64064,0.00025,-0.00025,0.0,0.0523,0.0011,-0.0011,0.0,2.28,,,0.0,5.8,0.3,-0.3,0.0,2.69,,,0.0,,,,,9.5,0.4,-0.4,0.0,490.0,5.0,-5.0,0.0,3600.0,16.0,-16.0,0.0,0.4144,0.0038,-0.0038,0.0,0.413,0.011,-0.011,0.0,-1.58528,0.00163,-0.00164,0.0,5.0,3.0,-4.0,0.0
GJ 832 b,GJ 832,3853.0,51.0,-47.0,0.0,3.7,0.1,-0.1,0.0,13.8,,,0.0,314.65012293,28.60455663,-25.42627256,0.0,0.658,,,0.0,0.05,0.03,-0.03,0.0,,,,,,,,,3472.0,,,0.0,0.441557,0.013069,-0.013069,0.0,0.45,0.01,-0.01,0.0,-1.585,,,0.0,8.1,4.2,-4.2,0.0
GJ 849 b,GJ 849,1925.31,6.5,-6.5,0.0,2.32,0.11,-0.13,0.0,13.9,,,0.0,283.82076745,29.87587026,-30.82935548,0.0,0.581,,,0.0,0.029,0.019,-0.019,0.0,,,,,,,,,3467.0,68.0,-68.0,0.0,0.45,0.07,-0.07,0.0,0.45,0.07,-0.07,0.0,-1.59,0.13,-0.13,0.0,3.0,,,-1.0
GJ 849 c,GJ 849,5990.0,110.0,-100.0,0.0,4.95,0.25,-0.28,0.0,13.8,,,0.0,314.65012293,34.96112477,-34.96112477,0.0,0.658,,,0.0,0.092,0.038,-0.036,0.0,,,,,,,,,3467.0,68.0,-68.0,0.0,0.45,0.07,-0.07,0.0,0.45,0.07,-0.07,0.0,-1.59,0.13,-0.13,0.0,3.0,,,-1.0
GJ 86 b,GJ 86,15.76491,0.00039,-0.00039,0.0,0.11,0.0,0.0,0.0,12.9,,,0.0,1404.8086,63.566,-63.566,0.0,3.6,,,0.0,0.04,0.01,-0.01,0.0,,,,,,,,,5182.0,11.0,-11.0,0.0,0.77,0.01,-0.01,0.0,0.93,0.06,-0.06,0.0,-0.38952,0.00036,-0.00036,0.0,11.3,,,0.0
GJ 876 b,GJ 876,61.1166,0.0086,-0.0086,0.0,0.208317,2e-05,-2e-05,0.0,13.3,,,0.0,723.2235,1.4302,-1.4302,0.0,1.69,,,0.0,0.0324,0.0013,-0.0013,0.0,,,,,,,,,3293.74,48.39,-48.39,0.0,0.3,,,0.0,0.32,0.03,-0.03,0.0,-1.90658,,,0.0,1.0,,,-1.0
GJ 876 c,GJ 876,30.0881,0.0082,-0.0082,0.0,0.12959,2.4e-05,-2.4e-05,0.0,14.0,,,0.0,226.9846,1.2395,-1.2395,0.0,0.455,,,0.0,0.25591,0.00093,-0.00093,0.0,,,,,,,,,3293.74,48.39,-48.39,0.0,0.3,,,0.0,0.32,0.03,-0.03,0.0,-1.90658,,,0.0,1.0,,,-1.0
GJ 876 d,GJ 876,1.93778,2e-05,-2e-05,0.0,0.02080665,1.5e-07,-1.5e-07,0.0,2.51,,,0.0,6.83,0.4,-0.4,0.0,2.37,,,0.0,0.207,0.055,-0.055,0.0,,,,,,,,,3293.74,48.39,-48.39,0.0,0.3,,,0.0,0.32,0.03,-0.03,0.0,-1.90658,,,0.0,1.0,,,-1.0
GJ 876 e,GJ 876,124.26,0.7,-0.7,0.0,0.3343,0.0013,-0.0013,0.0,3.92,,,0.0,14.6,1.7,-1.7,0.0,1.33,,,0.0,0.055,0.012,-0.012,0.0,,,,,,,,,3293.74,48.39,-48.39,0.0,0.3,,,0.0,0.32,0.03,-0.03,0.0,-1.90658,,,0.0,1.0,,,-1.0
GJ 887 b,GJ 887,9.2619,0.0005,-0.0005,0.0,0.0683,0.0022,-0.0024,0.0,1.8,,,0.0,3.9,0.5,-0.5,0.0,3.67,,,0.0,0.14,0.06,-0.06,0.0,7.8,1.3,-1.1,0.0,426.0,16.0,-16.0,0.0,3688.0,86.0,-86.0,0.0,0.468,0.022,-0.022,0.0,0.495,0.049,-0.049,0.0,-1.43415,0.04481,-0.04997,0.0,2.9,8.0,-2.2,0.0
GJ 887 c,GJ 887,21.784,0.004,-0.004,0.0,0.121,0.004,-0.005,0.0,2.43,,,0.0,6.5,1.0,-0.9,0.0,2.49,,,0.0,0.17,0.06,-0.06,0.0,2.5,0.4,-0.4,0.0,320.0,13.0,-12.0,0.0,3688.0,86.0,-86.0,0.0,0.468,0.022,-0.022,0.0,0.495,0.049,-0.049,0.0,-1.43415,0.04481,-0.04997,0.0,2.9,8.0,-2.2,0.0
GJ 887 d,GJ 887,50.77,0.05,-0.05,0.0,0.212,0.007,-0.008,0.0,2.34,,,0.0,6.1,1.4,-1.4,0.0,2.62,,,0.0,,,,,0.81,0.13,-0.12,0.0,241.0,10.0,-9.0,0.0,3688.0,86.0,-86.0,0.0,0.468,0.022,-0.022,0.0,0.495,0.049,-0.049,0.0,-1.43415,0.04481,-0.04997,0.0,2.9,8.0,-2.2,0.0
GJ 887 e,GJ 887,4.4249,0.00014,-0.00013,0.0,0.0417,0.0014,-0.0015,0.0,1.12,,,0.0,1.46,0.19,-0.18,0.0,5.71,,,0.0,,,,,20.9,4.0,-2.9,0.0,544.0,21.0,-20.0,0.0,3688.0,86.0,-86.0,0.0,0.468,0.022,-0.022,0.0,0.495,0.049,-0.049,0.0,-1.43415,0.04481,-0.04997,0.0,2.9,8.0,-2.2,0.0
GJ 896 A b,GJ 896 A,284.39,1.47,-1.47,0.0,0.63965,0.00067,-0.00067,0.0,13.3,,,0.0,718.29219982,181.16219199,-181.16219199,0.0,1.68,,,0.0,0.35,0.19,-0.19,0.0,,,,,,,,,3345.0,157.0,-157.0,0.0,0.394682,0.011678,-0.011678,0.0,0.43599,0.00092,-0.00092,0.0,-1.75523,0.09631,-0.12394,0.0,,,,
GJ 900 b,GJ 900 A,,,,,12000.0,,,0.0,12.4,,,0.0,3496.112477,,,0.0,10.1,,,0.0,,,,,,,,,,,,,3976.0,,,0.0,0.716187,0.021205,-0.021205,0.0,1.08,,,0.0,-0.921,0.2,-0.38,0.0,0.2,0.1,-0.1,0.0
GJ 9066 c,GJ 9066,771.36,1.34,-1.23,0.0,0.88,0.02,-0.02,0.0,9.6,,,0.0,66.74396547,6.35656814,-6.35656814,0.0,0.415,,,0.0,0.46,0.04,-0.04,0.0,,,,,,,,,3154.0,54.0,-54.0,0.0,0.164,0.005,-0.005,0.0,0.15,0.01,-0.01,0.0,-2.59517,0.00341,-0.00343,0.0,,,,
GJ 9404 b,GJ 9404,13.4586,0.0044,-0.0067,0.0,0.0943,0.0036,-0.0036,0.0,3.48,,,0.0,11.9,1.9,-1.9,0.0,1.55,,,0.0,0.49,0.11,-0.13,0.0,,,,,,,,,3811.0,,,0.0,0.626041,0.018869,-0.018869,0.0,0.62,0.07,-0.07,0.0,-1.0,0.38,-0.398,0.0,,,,
GJ 96 b,GJ 96,73.94,0.33,-0.38,0.0,0.291,0.005,-0.005,0.0,4.67,,,0.0,19.66,2.42,-2.3,0.0,1.06,,,0.0,0.44,0.09,-0.11,0.0,,,,,,,,,3785.0,62.0,-62.0,0.0,0.580612,0.017411,-0.017411,0.0,0.6,0.07,-0.07,0.0,-1.05159,0.06146,-0.07162,0.0,,,,
GJ 9689 b,GJ 9689,18.27,0.01,-0.01,0.0,0.1139,0.0039,-0.0039,0.0,3.07,,,0.0,9.65,1.41,-1.41,0.0,1.83,,,0.0,0.29,0.11,-0.13,0.0,,,,,453.04,39.15,-39.16,0.0,3836.0,69.0,-69.0,0.0,0.57,0.06,-0.06,0.0,0.59,0.06,-0.06,0.0,-1.2,0.09,-0.09,0.0,8.9,3.9,-3.9,0.0
GJ 9714 b,GJ 9714,19240.75467,8353.76637,-4514.3201,0.0,12.319,3.623,-2.23,0.0,12.5,,,0.0,2988.54051102,970.96578339,-538.71914986,0.0,8.41,,,0.0,0.155,0.073,-0.041,0.0,,,,,,,,,4263.0,144.31,-102.97,0.0,0.662662,0.054573,-0.064362,0.0,0.67,0.076,-0.076,0.0,-0.88386,0.02594,-0.02963,0.0,,,,
GJ 9773 b,GJ 9773,2965.0,41.0,-37.0,0.0,2.921,0.045,-0.045,0.0,14.2,,,0.0,172.580825,5.08525451,-5.08525451,0.0,0.331,,,0.0,0.218,0.02,-0.02,0.0,,,,,,,,,3528.0,25.0,-25.0,0.0,0.362,0.005,-0.005,0.0,0.358,0.011,-0.011,0.0,-1.73666,0.09487,-0.12156,0.0,,,,
GJ 9827 b,GJ 9827,1.208974,1e-06,-1e-06,0.0,0.0189,0.0004,-0.0004,0.0,1.44,0.09,-0.07,0.0,4.28,0.35,-0.33,0.0,7.858,1.467,-1.467,0.0,0.0,,,0.0,318.0,16.0,-16.0,0.0,1035.01,29.07,-29.07,0.0,4236.0,12.0,-12.0,0.0,0.58,0.03,-0.03,0.0,0.62,0.04,-0.04,0.0,-1.00436,0.04179,-0.04139,0.0,5.465,4.058,-4.058,0.0
GJ 9827 c,GJ 9827,3.648103,1.3e-05,-1e-05,0.0,0.0395,0.0009,-0.0009,0.0,1.13,0.07,-0.05,0.0,1.86,0.37,-0.39,0.0,7.142,1.857,-1.857,0.0,0.0,,,0.0,73.0,3.7,-3.7,0.0,715.94,20.33,-20.33,0.0,4236.0,12.0,-12.0,0.0,0.58,0.03,-0.03,0.0,0.62,0.04,-0.04,0.0,-1.00436,0.04179,-0.04139,0.0,5.465,4.058,-4.058,0.0
GJ 9827 d,GJ 9827,6.20183,3e-06,-3e-06,0.0,0.053,0.003,-0.003,0.0,1.98,0.11,-0.1,0.0,3.02,0.58,-0.57,0.0,2.51,0.57,-0.51,0.0,0.0,,,0.0,34.9,2.8,-2.6,0.0,675.0,14.0,-12.0,0.0,4236.0,12.0,-12.0,0.0,0.58,0.03,-0.03,0.0,0.62,0.04,-0.04,0.0,-1.00436,0.04179,-0.04139,0.0,5.465,4.058,-4.058,0.0
GPX-1 b,GPX-1,1.744579,8e-06,-8e-06,0.0,0.0338,0.0003,-0.0003,0.0,16.47720163,1.12089807,-1.12089807,0.0,6261.2196179,508.5254512,-508.5254512,0.0,8.222423,1.724056,-1.326197,0.0,0.0,,,0.0,4650.0,370.0,-370.0,0.0,2300.0,48.0,-48.0,0.0,7000.0,200.0,-200.0,0.0,1.56,0.1,-0.1,0.0,1.68,0.1,-0.1,0.0,0.72673,0.03143,-0.03388,0.0,0.27,0.09,-0.15,0.0
GQ Lup b,GQ Lup,,,,,100.0,,,0.0,33.6,5.6,-5.6,0.0,6356.0,,,0.0,0.921,,,0.0,,,,,,,,,2650.0,100.0,-100.0,0.0,4360.0,134.0,-134.0,0.0,1.94153,,,0.0,0.7,,,0.0,-0.07239,0.00558,-0.00565,0.0,0.001,0.001,-0.001,0.0
GSC 06214-00210 b,GSC 06214-00210,,,,,320.0,30.0,-30.0,0.0,20.1762,5.6045,-5.6045,0.0,5000.0,300.0,-300.0,0.0,3.35,,,0.0,,,,,,,,,2300.0,100.0,-100.0,0.0,4200.0,150.0,-150.0,0.0,0.90484,0.070718,-0.081132,0.0,0.9,0.1,-0.1,0.0,-0.42,0.08,-0.08,0.0,0.005,,,0.0
GU Psc b,GU Psc,,,,,2000.0,200.0,-200.0,0.0,14.179,1.289,-1.289,0.0,3591.3,540.3,-540.3,0.0,6.92,,,0.0,,,,,,,,,1050.0,50.0,-50.0,0.0,4031.81,69.69,-168.54,0.0,0.450458,0.013265,-0.013265,0.0,0.325,0.025,-0.025,0.0,-1.60189,0.09476,-0.12137,0.0,0.1,0.03,-0.03,0.0
Gaia-1 b,Gaia-1,3.052524,1.7e-05,-1.7e-05,0.0,0.04047,0.00094,-0.00094,0.0,13.77583728,0.23538859,-0.23538859,0.0,533.95172376,34.96112477,-34.96112477,0.0,1.12,,,0.0,,,,,426.5351,,,0.0,1159.07,,,0.0,5470.0,110.0,-110.0,0.0,0.952,0.025,-0.025,0.0,0.949,0.066,-0.066,0.0,-0.1588,0.02256,-0.01574,0.0,,,,
Gaia-2 b,Gaia-2,3.6915224,3.9e-06,-3.9e-06,0.0,0.0467,0.0015,-0.0015,0.0,14.81827249,0.14571675,-0.14571675,0.0,259.66580852,14.93793513,-14.93793513,0.0,0.439,,,0.0,,,,,512.0235,,,0.0,1213.23,,,0.0,5720.0,84.0,-84.0,0.0,1.064,0.031,-0.031,0.0,1.0,0.095,-0.095,0.0,0.0574,0.01213,-0.0146,0.0,,,,
Gaia-4 b,Gaia-4,571.3,1.4,-1.3,0.0,,,,,12.4,,,0.0,3750.3752026,232.01473711,-209.76674862,0.0,10.8,,,0.0,0.338,0.026,-0.023,0.0,,,,,,,,,4034.0,77.0,-77.0,0.0,0.624,0.014,-0.015,0.0,0.644,0.025,-0.023,0.0,-0.99957,0.01114,-0.13652,0.0,6.8,4.6,-4.5,0.0
Gaia-5 b,Gaia-5,358.62,0.2,-0.2,0.0,,,,,12.1,,,0.0,6633.07885409,168.44905571,-165.27077164,0.0,20.6,,,0.0,0.6423,0.0026,-0.0026,0.0,,,,,,,,,3447.0,77.0,-77.0,0.0,0.345,0.013,-0.013,0.0,0.339,0.027,-0.03,0.0,-1.82594,0.02624,-0.0233,0.0,8.2,4.1,-5.0,0.0
Gaia22dkvL b,Gaia22dkvL,,,,,1.4,0.77,-0.34,0.0,14.1,,,0.0,187.83658854,48.30991786,-16.52707716,0.0,0.368,,,0.0,,,,,,,,,,,,,,,,,,,,,1.145,0.155,-0.078,0.0,,,,,,,,
Gl 378 b,Gl 378,3.822,0.001,-0.001,0.0,0.039435,0.00023,-0.00023,0.0,3.66,,,0.0,13.02,2.03,-2.01,0.0,1.46,,,0.0,0.109,0.131,-0.077,0.0,,,,,830.0,,,0.0,3879.0,67.0,-67.0,0.0,0.56,0.02,-0.02,0.0,0.56,0.01,-0.01,0.0,-1.22185,0.06695,-0.07918,0.0,,,,
Gl 410 b,Gl 410,6.02,0.004,-0.004,0.0,0.0531,0.0006,-0.0006,0.0,2.83,,,0.0,8.4,1.3,-1.3,0.0,2.04,,,0.0,,,,,,,,,,,,,3842.0,31.0,-31.0,0.0,0.543,0.009,-0.009,0.0,0.55,0.02,-0.02,0.0,-1.239,0.002,-0.002,0.0,0.48,0.15,-0.15,0.0
Gl 49 b,Gl 49,13.8508,0.0053,-0.0051,0.0,0.0905,0.0011,-0.0011,0.0,2.24,,,0.0,5.63,0.67,-0.68,0.0,2.75,,,0.0,0.363,0.099,-0.096,0.0,,,,,,,,,3805.0,51.0,-51.0,0.0,0.511,0.018,-0.018,0.0,0.515,0.019,-0.019,0.0,-1.30645,0.00784,-0.00799,0.0,,,,
Gl 686 b,Gl 686,15.53,0.0011,-0.0011,0.0,0.091,0.001,-0.001,0.0,2.46,,,0.0,6.624,0.432,-0.432,0.0,2.45,,,0.0,0.05,0.03,-0.03,0.0,,,,,379.0,24.0,-25.0,0.0,3656.0,51.0,-51.0,0.0,0.427,0.013,-0.013,0.0,0.426,0.017,-0.017,0.0,-1.53,0.011,-0.011,0.0,,,,
Gl 725 A b,Gl 725 A,11.2201,0.0051,-0.0051,0.0,0.068,0.001,-0.001,0.0,1.48,,,0.0,2.78,0.35,-0.35,0.0,4.71,,,0.0,0.0,,,0.0,,,,,,,,,3433.0,68.0,-68.0,0.0,0.351,0.003,-0.003,0.0,0.33,0.008,-0.008,0.0,-1.809,0.002,-0.002,0.0,6.2,2.3,-2.3,0.0
Gliese 12 b,Gliese 12,12.761408,5e-05,-5e-05,0.0,0.0668,0.0024,-0.0024,0.0,0.958,0.046,-0.048,0.0,3.87,,,1.0,,,,,0.5,,,1.0,1.62,0.13,-0.11,0.0,314.6,6.0,-5.4,0.0,3296.0,48.0,-36.0,0.0,0.2617,0.0058,-0.007,0.0,0.2414,0.006,-0.006,0.0,-2.13787,0.00886,-0.00904,0.0,7.0,2.8,-2.2,0.0
HAT-P-1 b,HAT-P-1,4.46529976,5.5e-07,-5.5e-07,0.0,0.05561,0.00082,-0.00083,0.0,14.784671,0.212971,-0.212971,0.0,166.86075,6.03877,-6.03877,0.0,0.282,0.01,-0.009,0.0,0.0,,,0.0,259.687,,,0.0,1322.0,14.0,-15.0,0.0,5980.0,49.0,-49.0,0.0,1.174,0.026,-0.027,0.0,1.151,0.052,-0.051,0.0,0.22463,0.01696,-0.02713,0.0,3.6,0.0,0.0,0.0
HAT-P-11 b,HAT-P-11,4.888,0.0001,-0.0001,0.0,0.05258,0.0006,-0.0006,0.0,4.36,0.06,-0.06,0.0,25.0,1.5,-1.5,0.0,1.172,0.085,-0.085,0.0,0.251,0.045,-0.047,0.0,100.77,1.859,-1.841,0.0,838.0,10.0,-10.0,0.0,4653.0,33.0,-35.0,0.0,0.683,0.009,-0.009,0.0,0.811,0.03,-0.03,0.0,-0.56702,0.01303,-0.01602,0.0,2.69,2.88,-1.24,0.0
HAT-P-11 c,HAT-P-11,3361.0,31.0,-31.0,0.0,4.1,0.06,-0.06,0.0,13.2,,,0.0,851.78013076,130.30964687,-130.30964687,0.0,2.04,,,0.0,0.652,0.017,-0.017,0.0,,,,,,,,,4653.0,33.0,-35.0,0.0,0.683,0.009,-0.009,0.0,0.811,0.03,-0.03,0.0,-0.56702,0.01303,-0.01602,0.0,2.69,2.88,-1.24,0.0
HAT-P-12 b,HAT-P-12,3.2130598,2.1e-06,-2.1e-06,0.0,0.0384,0.0003,-0.0003,0.0,10.749,0.325,-0.235,0.0,67.059,3.814,-3.814,0.0,0.3192,0.016,-0.016,0.0,0.0,,,0.0,118.075,,,0.0,963.0,16.0,-16.0,0.0,4650.0,60.0,-60.0,0.0,0.701,0.017,-0.012,0.0,0.733,0.018,-0.018,0.0,-0.678,0.04,-0.02,0.0,2.5,2.0,-2.0,0.0
HAT-P-13 b,HAT-P-13,2.91625,1.5e-05,-1.5e-05,0.0,0.04383,0.00068,-0.00068,0.0,14.258,0.729,-0.729,0.0,270.462,12.077,-12.077,0.0,0.340833,0.022545,-0.022545,0.0,0.0133,0.0041,-0.0041,0.0,1978.5245,,,0.0,1740.0,27.0,-27.0,0.0,5653.0,90.0,-90.0,0.0,1.756,0.046,-0.046,0.0,1.32,0.062,-0.062,0.0,0.346,0.057,-0.065,0.0,5.0,2.5,-0.7,0.0
HAT-P-13 c,HAT-P-13,446.27,0.22,-0.22,0.0,1.258,0.02,-0.02,0.0,12.3,,,0.0,4538.421,88.989,-88.989,0.0,13.4,,,0.0,0.6616,0.0054,-0.0054,0.0,,,,,340.0,9.0,-9.0,0.0,5653.0,90.0,-90.0,0.0,1.756,0.046,-0.046,0.0,1.32,0.062,-0.062,0.0,0.346,0.057,-0.065,0.0,5.0,2.5,-0.7,0.0
HAT-P-14 b,HAT-P-14,4.62767,5e-06,-5e-06,0.0,0.0596,0.0005,-0.0005,0.0,15.91678,1.34508,-1.34508,0.0,1093.3352,200.2329,-200.2329,0.0,1.56,0.23,-0.23,0.0,0.11,0.01,-0.01,0.0,1038.78,,,0.0,1624.0,32.0,-32.0,0.0,6600.0,90.0,-90.0,0.0,1.82,0.15,-0.15,0.0,2.65,0.73,-0.73,0.0,0.64412,0.02296,-0.02036,0.0,1.6,0.4,-0.3,0.0
HAT-P-15 b,HAT-P-15,10.8635,2.7e-05,-2.7e-05,0.0,0.0965,0.0013,-0.0014,0.0,11.88154,0.78463,-0.78463,0.0,616.5902,95.349,-95.349,0.0,1.96,0.22,-0.22,0.0,0.19,0.02,-0.02,0.0,79.7578,,,0.0,904.0,20.0,-20.0,0.0,5568.0,90.0,-90.0,0.0,1.07,0.07,-0.07,0.0,1.0,0.23,-0.23,0.0,0.03019,0.03873,-0.04119,0.0,6.8,2.5,-1.6,0.0
HAT-P-16 b,HAT-P-16,2.77596727,9e-08,-9e-08,0.0,0.0413,0.0004,-0.0004,0.0,14.68376472,0.67253884,-0.67253884,0.0,1341.56043,29.24036,-29.24036,0.0,2.479989,0.331549,-0.331549,0.0,0.0462,0.0027,-0.0024,0.0,1597.59,,,0.0,1566.0,31.0,-31.0,0.0,6140.0,72.0,-72.0,0.0,1.158,0.025,-0.025,0.0,1.218,0.039,-0.039,0.0,0.29447,0.04598,-0.05143,0.0,0.5,0.6,-0.6,0.0
HAT-P-17 b,HAT-P-17,10.33852,9e-06,-9e-06,0.0,0.0892,0.0012,-0.0012,0.0,11.76945,0.44836,-0.44836,0.0,184.3414,19.0698,-19.0698,0.0,0.44,0.02,-0.02,0.0,0.35,0.01,-0.01,0.0,110.512,,,0.0,800.0,11.0,-11.0,0.0,5246.0,80.0,-80.0,0.0,0.87,0.04,-0.04,0.0,0.99,0.15,-0.15,0.0,-0.28893,0.01041,-0.00963,0.0,7.0,2.0,-2.0,0.0
HAT-P-17 c,HAT-P-17,5584.0,7700.0,-2100.0,0.0,5.6,3.5,-1.4,0.0,13.1,,,0.0,1080.6,349.6,-222.5,0.0,2.64,,,0.0,0.39,0.23,-0.17,0.0,,,,,,,,,5336.96,118.21,-91.85,0.0,0.838682,0.035869,-0.042297,0.0,0.92,0.154252,-0.078885,0.0,-0.28893,0.01041,-0.00963,0.0,7.0,2.0,-2.0,0.0
HAT-P-18 b,HAT-P-18,5.508023,6e-06,-6e-06,0.0,0.0559,0.0007,-0.0007,0.0,11.153,0.583,-0.583,0.0,62.61,4.132,-4.132,0.0,0.25,0.04,-0.04,0.0,0.084,0.048,-0.048,0.0,82.2407,,,0.0,852.0,28.0,-28.0,0.0,4803.0,80.0,-80.0,0.0,0.749,0.037,-0.037,0.0,0.77,0.031,-0.031,0.0,-0.569,0.06,-0.07,0.0,12.4,4.4,-6.4,0.0
HAT-P-19 b,HAT-P-19,4.00878322,1.9e-07,-1.9e-07,0.0,0.04599,0.00063,-0.00058,0.0,11.29865255,0.15692573,-0.14571675,0.0,88.03846874,5.40308292,-5.08525451,0.0,0.335,0.019,-0.019,0.0,0.07,0.04,-0.04,0.0,154.0,5.0,-5.0,0.0,981.2,7.7,-8.1,0.0,4962.0,39.0,-41.0,0.0,0.773,0.011,-0.01,0.0,0.807,0.034,-0.03,0.0,-0.48545,0.01565,-0.01762,0.0,7.2,4.0,-4.0,0.0
HAT-P-2 b,HAT-P-2,5.6335158,3.6e-06,-3.6e-06,0.0,0.06814,0.00051,-0.00051,0.0,10.659759,0.437151,-0.594077,0.0,2866.81223114,31.7828407,-31.7828407,0.0,7.29,1.12,-1.12,0.0,0.5172,0.0019,-0.0019,0.0,588.518,,,0.0,1540.0,30.0,-30.0,0.0,6380.0,,,0.0,1.39,0.09,-0.09,0.0,1.33,0.03,-0.03,0.0,0.53,0.08,-0.08,0.0,1.44,0.47,-0.47,0.0
HAT-P-2 c,HAT-P-2,8500.0,2600.0,-1500.0,0.0,,,,,12.4,,,0.0,3400.7639549,1652.7077164,-699.2224954,0.0,9.8,,,0.0,0.37,0.13,-0.12,0.0,,,,,,,,,6412.0,1.0,-1.0,0.0,1.416,0.04,-0.062,0.0,1.33,0.03,-0.03,0.0,0.577,0.052,-0.046,0.0,1.44,0.47,-0.47,0.0
HAT-P-20 b,HAT-P-20,2.875317,4e-06,-4e-06,0.0,0.0361,0.0005,-0.0005,0.0,9.718,0.37,-0.37,0.0,2302.899,59.432,-59.432,0.0,13.78,1.5,-1.5,0.0,0.015,0.005,-0.005,0.0,85.1168,,,0.0,970.0,23.0,-23.0,0.0,4595.0,80.0,-80.0,0.0,0.694,0.021,-0.021,0.0,0.756,0.028,-0.028,0.0,-0.721,0.043,-0.048,0.0,6.7,5.7,-3.8,0.0
HAT-P-21 b,HAT-P-21,4.12448,7e-06,-7e-06,0.0,0.05037,0.00067,-0.00067,0.0,12.44199,1.79344,-1.79344,0.0,1547.8321,498.9931,-498.9931,0.0,3.633781,0.530479,-0.530479,0.0,0.23,0.02,-0.02,0.0,459.542,,,0.0,1367.0,27.0,-27.0,0.0,5588.0,80.0,-80.0,0.0,1.21,0.17,-0.17,0.0,1.24,0.6,-0.6,0.0,0.18184,0.03034,-0.02956,0.0,10.2,2.5,-2.5,0.0
HAT-P-22 b,HAT-P-22,3.21222,9e-06,-9e-06,0.0,0.0414,0.0005,-0.0005,0.0,12.89035,2.12971,-2.12971,0.0,785.0401,101.7056,-101.7056,0.0,2.14,0.28,-0.28,0.0,0.02,0.01,-0.01,0.0,325.569,,,0.0,1463.0,19.0,-19.0,0.0,5302.0,80.0,-80.0,0.0,1.11,0.05,-0.05,0.0,1.13,0.22,-0.22,0.0,-0.114,0.048,-0.054,0.0,12.4,1.6,-2.6,0.0
HAT-P-23 b,HAT-P-23,1.212884,2e-06,-2e-06,0.0,0.0232,0.0002,-0.0002,0.0,15.334,1.009,-1.009,0.0,664.237,35.278,-35.278,0.0,1.01,0.18,-0.18,0.0,0.106,0.044,-0.044,0.0,2796.2342,,,0.0,2056.0,66.0,-66.0,0.0,5905.0,80.0,-80.0,0.0,1.203,0.074,-0.074,0.0,1.13,0.035,-0.035,0.0,0.199,0.059,-0.068,0.0,4.0,1.0,-1.0,0.0
HAT-P-24 b,HAT-P-24,3.35524,7e-06,-7e-06,0.0,0.04651,0.00055,-0.00056,0.0,14.5717,2.35389,-2.35389,0.0,238.3725,79.4575,-79.4575,0.0,0.44,0.07,-0.07,0.0,0.07,0.02,-0.02,0.0,1294.929,,,0.0,1637.0,42.0,-42.0,0.0,6373.0,80.0,-80.0,0.0,1.38,0.22,-0.22,0.0,1.37,0.69,-0.69,0.0,0.408,0.05,-0.05,0.0,2.8,0.6,-0.6,0.0
HAT-P-25 b,HAT-P-25,3.65281514,7.6e-07,-7.5e-07,0.0,0.0466,0.00081,-0.0008,0.0,12.722215,0.538032,-0.538032,0.0,180.84527,7.31009,-6.99226,0.0,0.483,0.059,-0.051,0.0,0.023,0.022,-0.014,0.0,325.0,29.0,-26.0,0.0,1182.0,25.0,-25.0,0.0,5519.0,78.0,-76.0,0.0,0.919,0.034,-0.034,0.0,1.012,0.053,-0.051,0.0,-0.15181,0.04446,-0.04542,0.0,3.2,2.3,-2.3,0.0
HAT-P-26 b,HAT-P-26,4.23452,1.5e-05,-1.5e-05,0.0,0.04748,0.0006,-0.0006,0.0,7.06167,0.44836,-0.44836,0.0,22.2481,6.3566,-6.3566,0.0,0.258608,0.072941,-0.072941,0.0,0.12,0.06,-0.06,0.0,185.0743,,,0.0,1080.0,39.0,-39.0,0.0,5079.0,88.0,-88.0,0.0,0.87,0.05,-0.05,0.0,1.12,0.36,-0.36,0.0,-0.35928,0.01636,-0.01153,0.0,9.0,3.0,-4.9,0.0
