pl_name,hostname,pl_rade,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_lum,st_mass,st_age,pl_bmasse,pl_dens,pl_insol,pl_orbper,st_rad
Kepler-1811 b,Kepler-1811,3.84829873,0.0,455.0,0.3462,5561.0,0.1541,0.946,0.4,2.714694743820879,0.8586616190375187,2.4078456036515385,4.3492748818553855,0.7839015438284094
Kepler-1812 b,Kepler-1812,2.3249424,0.0,1034.0,0.0765,6174.0,0.27988,1.162,1.0,1.9473377010464987,1.2892326482767593,5.603372647057163,2.099883643880114,0.7433648967205627
Kepler-1813 b,Kepler-1813,1.413,0.0,1059.0,0.0364,5167.0,-0.4,0.812,2.3,1.275362800412609,1.7967470107390942,5.7011122461003225,1.3397686461116136,0.5805382361772911
Kepler-1814 b,Kepler-1814,2.36961357,0.0,1022.0,0.03765,4922.0,-0.50574,0.79,2.82,1.9754689512968577,1.269760544863939,5.384036241950574,1.3700023529081269,0.6004834956965259
Kepler-1814 c,Kepler-1814,1.76,0.0,1711.0,0.0133,4922.0,-0.50574,0.79,2.82,1.55814461804655,1.5644405465033646,7.607018717047323,0.4862962839358966,0.6004834956965259
Kepler-1815 b,Kepler-1815,2.7489262,0.0,763.0,0.0984,5516.0,-0.03006,0.856,13.5,2.196112848483529,1.1346227261911428,4.3945726038424,2.57956506951559,0.676509539406922
Kepler-1816 b,Kepler-1816,1.9679397,0.0,310.0,0.35647,5051.0,-0.53145,0.7859999999999999,0.7,1.7101878155342436,1.4516138272405332,1.0986122886681096,4.527219449324872,0.5341514490694874
Kepler-1817 b,Kepler-1817,2.27349126,0.0,463.0,0.2347999999999999,5316.0,-0.38044,0.878,0.4,1.9154509415706047,1.3110318766193438,2.47232786758114,3.8132893314493237,0.6497176226326093
Kepler-1818 b,Kepler-1818,1.71360684,0.0,1209.0,0.055,6047.0,0.261,1.021,5.4,1.5216989981260935,1.5912739418064292,6.225013771136073,1.7307542291836082,0.7556523859113424
Kepler-1819 b,Kepler-1819,3.90351256,0.0,760.0,0.1337,6090.0,0.0865,1.173,0.4,2.740840023925201,0.8501509293696101,4.3819016268607305,2.861452048052673,0.7280315824134471
Kepler-182 b,Kepler-182,2.58,0.0,935.0,0.096,6250.0,0.34366,1.1140000000000003,5.25,2.1016921506146558,1.1939224684724346,5.483912725266368,2.381931435184487,0.7636056442085066
Kepler-182 c,Kepler-182,3.43,0.0,729.0,0.1569999999999999,6250.0,0.34366,1.1140000000000003,5.25,2.533696813957432,0.9477893989335261,4.498163872302924,3.0765904332715017,0.7636056442085066
Kepler-1820 b,Kepler-1820,3.11883067,0.0,561.0,0.1964,5841.0,-0.02202,1.0469999999999997,0.4,2.388762789235098,1.0260415958332743,3.1949928844048685,3.4667509908609713,0.6580380034463774
Kepler-1821 b,Kepler-1821,2.59248115,0.0,644.0,0.1244,5475.0,-0.12374,0.946,0.4,2.1090003439213802,1.1878434223960523,3.72834052299485,2.8598036882433444,0.6333971761541713
Kepler-1822 b,Kepler-1822,2.64755943,0.0,507.0,0.1416,5165.0,-0.28559,0.782,0.8,2.1400661634962708,1.169381359556317,2.812410216426453,3.1412774589557753,0.5318040301511824
Kepler-1823 b,Kepler-1823,2.0861268,0.0,718.0,0.15332,6000.0,0.28744,1.068,1.88,1.791759469228055,1.3937663759585917,4.3694478524670215,3.0957314102702727,0.7542422799197561
Kepler-1824 b,Kepler-1824,2.38127597,0.0,421.0,0.4267,6002.0,0.171,1.1349999999999998,0.33,1.9823798288367047,1.2669476034873244,2.1341664413690826,4.570692606992248,0.7328485474114974
Kepler-1825 b,Kepler-1825,1.42200732,0.0,1520.0,0.0187,5123.0,-0.53158,0.8279999999999998,14.0,1.2837077723447896,1.790091412127358,7.143380607798402,0.7059992211408349,0.6135627012171029
Kepler-1826 b,Kepler-1826,1.47519116,0.0,806.0,0.0213,3821.0,-1.12218,0.49,5.62,1.3297240096314962,1.7509374747077997,4.608365076884611,0.9614017637574717,0.39608794629556743
Kepler-1827 b,Kepler-1827,1.85644292,0.0,1329.0,0.04647,5423.0,0.187,0.915,10.96,1.62924053973028,1.5085119938441398,7.016071422465596,1.5476944012944,0.8771340166729611
Kepler-1828 b,Kepler-1828,2.11598626,0.0,799.0,0.0924,5806.0,-0.11128,0.996,0.4,1.81319474994812,1.3812818192963463,4.577490616881349,2.422481440699317,0.6413274318301488
Kepler-1829 b,Kepler-1829,2.47887001,0.0,860.0,0.0559,5230.0,-0.39395,0.8729999999999999,4.4,2.0425181875752383,1.2296405510745139,4.8703765616746875,1.822405042208969,0.5749265491725143
Kepler-183 b,Kepler-183,2.06,0.0,1088.0,0.064,5888.0,0.026,0.99,5.62,1.7749523509116738,1.4060969884160703,5.64489904441885,1.9003066520643752,0.6719235441083187
Kepler-183 c,Kepler-183,2.27,0.0,857.0,0.103,5888.0,0.026,0.99,5.62,3.6027767550605247,2.8791984572980396,4.697904323369674,2.5366346371828543,0.6719235441083187
Kepler-1830 b,Kepler-1830,3.32992941,0.0,681.0,0.31769,6160.0,0.63129,1.443,2.4,2.4932054526026954,0.9745596399981308,3.6054978451748854,4.051668443451719,1.11382925447297
Kepler-1831 b,Kepler-1831,1.97019818,0.0,1051.0,0.0655,6063.0,-0.0455,1.117,0.3,1.7119945007591926,1.449269160281279,5.668811385712148,1.9145477680000116,0.6991292522374928
Kepler-1832 b,Kepler-1832,1.22719556,0.0,1022.0,0.037,5242.0,-0.33658,0.684,14.0,1.1052568313867783,1.9473377010464987,5.55419912645002,1.4204034484918828,0.5434864060055391
Kepler-1833 b,Kepler-1833,1.30027362,0.0,1177.0,0.07545,6164.0,0.4374,1.286,3.89,1.1755733298042381,1.8870696490323797,6.087229169092361,2.065866047477524,0.8944540372649807
Kepler-1834 b,Kepler-1834,1.4593834,0.0,848.0,0.04911,4821.0,-0.57662,0.765,12.2,1.3164082336557241,1.763017000362401,4.665324108807838,1.7233039851083582,0.5810976767513224
Kepler-1834 c,Kepler-1834,1.22,0.0,1541.0,0.015,4821.0,-0.57662,0.765,12.2,1.091923300517313,1.9444805562457188,7.1968513512648,0.5691085980174532,0.5810976767513224
Kepler-1835 b,Kepler-1835,3.53387773,0.0,808.0,0.0997,5903.0,0.07829,0.922,4.8,2.580216829592325,0.924258901523332,4.6245805795079145,2.5621839896618406,0.6734545472142092
Kepler-1836 b,Kepler-1836,2.55303229,0.0,1093.0,0.0602,6123.0,0.01616,1.053,1.2299999999999998,2.085672091430472,1.2029723039923526,5.826442487392089,1.8332484318356375,0.6866259635696798
Kepler-1837 b,Kepler-1837,2.06673842,0.0,1012.0,0.065,5966.0,-0.06826,1.049,0.5,1.7783364488959144,1.4011829736136412,5.516769932374123,1.9324035996073,0.6734545472142092
Kepler-1838 b,Kepler-1838,1.66049425,0.0,1097.0,0.11082,5877.0,0.53674,1.187,4.47,1.4816045409242156,1.6253112615903906,5.6080055192624325,2.5761783860452905,1.0862022685914283
Kepler-1839 b,Kepler-1839,1.9493759,0.0,1049.0,0.0583,5926.0,0.19174,1.03,0.4,1.6974487897568138,1.4609379041156565,5.660596577206601,1.8011749762303548,0.6621723762605147
Kepler-184 b,Kepler-184,2.36,0.0,780.0,0.092,5788.0,-0.22509,0.872,2.95,1.969905654611529,1.275362800412609,4.267751501626481,2.45852639726746,0.6275414234619514
Kepler-184 c,Kepler-184,1.97,0.0,630.0,0.141,5788.0,-0.22509,0.872,2.95,2.2823823856765264,1.9906103279732201,3.4299467949481413,3.0588481425767653,0.6275414234619514
Kepler-184 d,Kepler-184,2.49,0.0,559.0,0.179,5788.0,-0.22509,0.872,2.95,2.048982334195127,1.2267122912954256,2.9733332786105118,3.401942370755522,0.6275414234619514
Kepler-1840 b,Kepler-1840,2.77771129,0.0,284.0,0.4620600000000001,4898.0,-0.58706,0.7740000000000001,14.0,2.211565694606877,1.1249295969854831,0.832909122935104,4.884240299746993,0.5894519442211803
Kepler-1841 b,Kepler-1841,1.48912557,0.0,542.0,0.1606,5190.0,-0.27843,0.823,11.6,1.3402504226184837,1.7387102481382395,3.0610517396746335,3.2916056931299558,0.6413274318301488
Kepler-1842 b,Kepler-1842,2.35388681,0.0,822.0,0.116,5970.0,-0.02604,1.057,7.0,1.965712776351493,1.2781522025001875,4.691989877940651,2.7098086281627527,0.7565913531164801
Kepler-1843 b,Kepler-1843,2.70909809,0.0,772.0,0.17871,5422.0,0.394,1.02,6.17,2.174751721484161,1.1505720275988207,4.725616339063959,3.2787811220562264,1.023170093501251
Kepler-1844 b,Kepler-1844,3.03648191,0.0,1074.0,0.0478,5776.0,0.22606,0.939,6.991999999999999,2.347558458636777,1.0508216248317612,5.753365974845029,1.5942247776947014,0.6146449524049877
Kepler-1845 b,Kepler-1845,2.43836702,0.0,584.0,0.0885,4703.0,-0.57817,0.6860000000000002,1.0,2.017566137961748,1.244154593958768,3.3488509012899463,2.534212527779593,0.5312163134137247
Kepler-1846 b,Kepler-1846,1.76378826,0.0,552.0,0.11054,4825.0,-0.53047,0.785,14.0,1.5602476682433286,1.5623463049002497,3.2386784521643803,2.761281272686222,0.5492768101402434
Kepler-1847 b,Kepler-1847,2.74516914,0.0,843.0,0.0989,6122.0,0.09941,1.041,0.4,2.1938856760707046,1.1378330018213914,4.791151703613533,2.495656966672608,0.6749832099322741
Kepler-1848 b,Kepler-1848,1.4088539,0.0,774.0,0.05835,4847.0,-0.51304,0.756,1.82,1.2725655957915476,1.80005827204275,4.557029810660157,1.8876785725402188,0.5521594872589679
Kepler-1849 b,Kepler-1849,2.38685349,0.0,355.0,0.2597,4806.0,-0.66231,0.7090000000000001,13.5,1.986503546020567,1.264126727145683,1.5602476682433286,4.065480303607615,0.5475432067011534
Kepler-185 b,Kepler-185,1.17,0.0,1237.0,0.026,5208.0,-0.50448,0.763,11.9,0.9969486348916093,1.927164106234258,6.16648241343756,0.9680859003018585,0.5911144549947938
Kepler-185 c,Kepler-185,2.02,0.0,530.0,0.139,5208.0,-0.50448,0.763,11.9,1.747459210331475,1.425515074273172,2.8349177730444675,3.0786497067801624,0.5911144549947938
Kepler-1850 b,Kepler-1850,0.72909663,0.0,1008.0,0.0206,4239.0,-0.81005,0.611,13.8,0.27231459532065916,1.6937790608678513,5.50594110620421,0.8695344995422949,0.4700036292457356
Kepler-1851 b,Kepler-1851,3.90012032,0.0,776.0,0.1016,5982.0,0.06007,0.967,0.3,2.740840023925201,0.8501509293696101,4.463376180370204,2.5667093178223332,0.6307397204313283
Kepler-1852 b,Kepler-1852,1.88610592,0.0,760.0,0.0762,5237.0,-0.43168,0.927,8.6,1.6524974018945473,1.4951487660319727,4.383275854074314,2.1939904769334175,0.6021277821727767
Kepler-1853 b,Kepler-1853,1.51862272,0.0,386.0,0.2395,4821.0,-0.56217,0.765,14.0,1.366091653802371,1.7191887763932197,1.8293763327993617,3.909784478795902,0.5810976767513224
Kepler-1854 b,Kepler-1854,2.58746104,0.0,420.0,0.20894,5026.0,-0.479,0.8,12.88,2.105352923464337,1.1908875647772805,2.1198634561787513,3.7094440572092786,0.5647454657554212
Kepler-1855 b,Kepler-1855,1.216205,0.0,849.0,0.0115,3460.0,-1.2949,0.385,5.85,1.085189268335969,1.9444805562457188,4.476995847264583,0.5465774327993275,0.3045391895182038
Kepler-1856 b,Kepler-1856,1.73447868,0.0,1344.0,0.0215,4948.0,-0.33065,0.782,10.9,1.5390154481375546,1.578978704949392,6.651222975522572,0.8337783302823145,0.5966362801791015
Kepler-1857 b,Kepler-1857,1.96065412,0.0,946.0,0.08308,6074.0,0.2052,0.8729999999999999,7.94,1.7047480922384253,1.4539530095937054,5.38632824387075,2.2969100121419923,0.6956440607585325
Kepler-1858 b,Kepler-1858,2.42168247,0.0,330.0,0.3575,4939.0,-0.45269,0.785,0.7,2.0068708488450007,1.2499017362143359,1.332366019094335,4.489440561676357,0.5982868995359851
Kepler-1859 b,Kepler-1859,1.58313575,0.0,1455.0,0.0394,5887.0,0.15429,1.09,2.5,1.4182774069729414,1.6733512381777533,6.963331886870878,1.316300976697468,0.8042412280655322
Kepler-1859 c,Kepler-1859,1.66,0.0,1327.0,0.0473,5887.0,0.15429,1.09,2.5,1.47932922708708,1.623340817603092,6.598263766932699,1.5252844426436112,0.8042412280655322
Kepler-186 b,Kepler-186,1.07,0.0,571.0,0.0343,3788.0,-1.385,0.478,4.0,0.8064758658669486,1.8809906029559977,3.647328026955701,1.5865357894600929,0.38662202030668447
Kepler-186 c,Kepler-186,1.25,0.0,464.0,0.0451,3788.0,-1.385,0.478,4.0,1.1314021114911006,1.9329696377795786,2.7067159780890733,2.112308216388355,0.38662202030668447
Kepler-186 d,Kepler-186,1.4,0.0,379.0,0.0781,3788.0,-1.385,0.478,4.0,1.264126727145683,1.8066480817218056,2.104621840210134,2.663261739430353,0.38662202030668447
Kepler-186 e,Kepler-186,1.27,0.0,319.0,0.11,3788.0,-1.385,0.478,4.0,1.1474024528375417,1.9125010869241836,1.5277939233935904,3.153065198948329,0.38662202030668447
Kepler-186 f,Kepler-186,1.17,0.04,177.0,0.432,3755.0,-1.26,0.544,4.0,0.9969486348916093,1.927164106234258,0.26236426446749106,4.874770514574054,0.42068207391302476
Kepler-1860 b,Kepler-1860,1.13863767,0.0,697.0,0.10625,5420.0,-0.18091,0.8739999999999999,1.55,0.9360933591703346,1.9125010869241836,4.048300623720694,2.620107465441801,0.6248683398066509
Kepler-1861 b,Kepler-1861,2.20677414,0.0,617.0,0.24082,5855.0,0.30017,1.161,4.57,1.8718021769015913,1.3376291891386096,3.481240089335692,3.7143181663515126,0.8641549774536266
Kepler-1862 b,Kepler-1862,2.203,0.0,645.0,0.1199,5644.0,-0.21515,0.9,0.4,1.8702625307159986,1.3402504226184837,3.7386215460087504,2.8365782980078467,0.5911144549947938
Kepler-1863 b,Kepler-1863,2.26309256,0.0,508.0,0.23678,5871.0,0.40952,1.097,12.02,1.9080599249242156,1.3137236682850553,3.7495040759303713,3.828589233389494,0.6846108495376589
Kepler-1864 b,Kepler-1864,0.75408365,0.0,1156.0,0.049,5854.0,0.03004,1.03,1.62,0.302324349188651,1.7083778602890038,6.060524083039477,1.5854546021243794,0.6825916666204287
Kepler-1865 b,Kepler-1865,1.57686072,0.0,1203.0,0.0344,5420.0,-0.32913,0.8489999999999999,11.6,1.4134230285081433,1.6789639750827106,6.206858144962131,1.2595995295796008,0.6264730472919525
Kepler-1866 b,Kepler-1866,2.08215108,0.0,834.0,0.1016,5791.0,0.14386,1.03,0.3,1.790091412127358,1.3962446919730587,4.748057673536639,2.5384553139992225,0.733809162278835
Kepler-1867 b,Kepler-1867,1.15985997,0.0,768.0,0.0872,5693.0,0.21949,0.911,0.5,0.9745596399981308,1.918392120161421,4.422688616392771,2.387602448318228,0.5966362801791015
Kepler-1868 b,Kepler-1868,3.14950109,0.0,215.0,0.62348,4658.0,-0.66249,0.7429999999999999,14.0,2.4069451083182885,1.0224509277025458,0.4054651081081644,5.356746623136265,0.5223588595796638
Kepler-1869 b,Kepler-1869,1.11955354,0.0,865.0,0.07976,5808.0,-0.05012,0.987,1.29,0.9001613499442714,1.9050881545350582,4.93806460126142,2.21564938288706,0.6429059641231986
Kepler-1869 c,Kepler-1869,0.74,0.0,1455.0,0.028,5808.0,-0.05012,0.987,1.29,0.2851789422336624,1.6992786164338898,6.963984372248567,0.9994651352196098,0.6429059641231986
Kepler-187 b,Kepler-187,1.41,0.0,1244.0,0.059,6105.0,0.49267,1.081,6.46,1.2725655957915476,1.7984040119467237,6.805987191708368,1.7815178692934994,0.8272409150406441
Kepler-187 c,Kepler-187,2.67,0.0,963.0,0.099,6105.0,0.49267,1.081,6.46,2.1529243184396396,1.1631508098056809,5.784237405046585,2.454470036549758,0.8272409150406441
Kepler-1870 b,Kepler-1870,2.10143764,0.0,1046.0,0.0452,5508.0,-0.22577,0.955,0.79,1.803358605071407,1.3862943611198906,5.665041646339771,1.5275638689383015,0.6097655716208943
Kepler-1871 b,Kepler-1871,2.42172881,0.0,1403.0,0.0308,5741.0,0.00294,1.02,5.7,2.0068708488450007,1.2499017362143359,6.822360775965189,1.0827200124340368,0.6657759837638133
Kepler-1872 b,Kepler-1872,2.38421141,0.0,1005.0,0.0465,5223.0,-0.50562,0.913,4.646,1.9851308622085946,1.2669476034873244,5.489970250770876,1.5739993369008263,0.6339278208999741
Kepler-1873 b,Kepler-1873,1.62573811,0.0,1787.0,0.0128,5151.0,-0.40951,0.903,1.0,1.4539530095937054,1.6467336971777973,7.7886882269751965,0.4439432398468702,0.5833323145527387
Kepler-1874 b,Kepler-1874,2.21110724,0.0,356.0,0.2633,4701.0,-0.577,0.758,13.8,1.8748743759385615,1.3376291891386096,1.5665304114228238,4.05305718564369,0.5738004229273791
Kepler-1875 b,Kepler-1875,3.22686692,0.0,559.0,0.2038999999999999,6161.0,0.4066,0.95,0.3,2.4423470353692043,1.000631880307906,3.1801349965517702,3.5683657930974593,0.6216511788548753
Kepler-1876 b,Kepler-1876,0.853,0.098,1299.0,0.0758,6104.0,0.42894,1.187,4.4,1.2237754316221157,2.995732273553991,6.16541785423142,2.0784472975829384,0.9070481505072225
Kepler-1877 b,Kepler-1877,0.624086,0.0,1278.0,0.03472,5615.0,-0.07722,1.022,4.9,0.16466662155523387,1.6193882432872684,6.539730453847818,1.2171564905639571,0.6606239888543853
Kepler-1878 b,Kepler-1878,2.92019781,0.0,1063.0,0.0521,5918.0,0.18689,0.9559999999999998,4.729,2.288486168614544,1.085189268335969,5.715711045521475,1.6948593477360516,0.6232610530957788
Kepler-1879 b,Kepler-1879,2.06512018,0.0,987.0,0.0957,5865.0,0.38444,1.023,7.94,1.7783364488959144,1.4036429994545037,5.495527535835742,2.45215964343726,0.8704561955303556
Kepler-188 b,Kepler-188,1.68,0.0,1463.0,0.032,6021.0,0.03447,1.021,5.8,1.4951487660319727,1.6114359150967734,6.97563352950988,1.1190346585247137,0.7612730096075457
Kepler-188 c,Kepler-188,3.19,0.0,1025.0,0.066,6021.0,0.03447,1.021,5.8,2.424802725718295,1.007957920399979,5.554307513267192,1.9454175992011187,0.7612730096075457
Kepler-1880 b,Kepler-1880,2.11686218,0.0,606.0,0.054,4380.0,-0.76168,0.524,13.6,1.81319474994812,1.3787660946990992,3.4882920885130893,1.989136542621525,0.4252677354043441
Kepler-1881 b,Kepler-1881,2.98104391,0.0,289.0,0.53325,5135.0,-0.3067,0.812,0.9,2.3194422100604686,1.0647107369924282,0.9162907318741551,5.077633270791972,0.6280751838162304
Kepler-1882 b,Kepler-1882,1.48674404,0.0,894.0,0.11636,5691.0,0.23674,1.068,6.61,1.3376291891386096,1.7404661748405044,4.812997033190408,2.6937687117152564,0.8993480111438429
Kepler-1883 b,Kepler-1883,3.25107395,0.0,416.0,0.4438,6208.0,-0.01559,1.086,1.812,2.451005098112319,0.9932517730102834,2.089391872533004,4.648488281853763,0.7050757514252192
Kepler-1884 b,Kepler-1884,1.81406781,0.0,864.0,0.0845,5984.0,0.27711,0.993,0.3,1.599387576580599,1.534714366238164,4.889747443486393,2.301416445491486,0.6450068052320104
Kepler-1885 b,Kepler-1885,1.51110555,0.0,1205.0,0.036,5591.0,-0.17642,0.977,0.9,1.358409157630355,1.7227665977411035,6.214748088623106,1.2591879642203732,0.6205764877251099
Kepler-1886 b,Kepler-1886,2.58158428,0.0,580.0,0.16,5745.0,-0.16101,0.9280000000000002,1.99,2.1016921506146558,1.1908875647772805,3.3207101307494686,3.2298474439299723,0.6081338062329886
Kepler-1887 b,Kepler-1887,2.92454357,0.0,625.0,0.1421,5749.0,-0.18953,0.961,0.5,2.2905125117597764,1.0818051703517284,3.61469455592456,3.042019318485135,0.6227247162633994
Kepler-1888 b,Kepler-1888,1.32578716,0.0,886.0,0.0956,5557.0,0.37424,0.8969999999999999,11.3,1.199964782928397,1.8671761085128091,4.988185165258664,2.517026876707489,0.8104856729771787
Kepler-1889 b,Kepler-1889,2.94360686,0.0,493.0,0.2082,5646.0,0.21977,0.864,7.075,2.300583090323373,1.0750024230289759,2.70805020110221,3.6455464839500507,0.5971867894140341
Kepler-189 b,Kepler-189,1.21,0.0,678.0,0.0879999999999999,5235.0,-0.44774,0.8030000000000002,3.98,1.0715836162801904,1.9401794743463283,3.837062362161403,2.433607302750554,0.5596157879354227
Kepler-189 c,Kepler-189,2.38,0.0,544.0,0.137,5235.0,-0.44774,0.8030000000000002,3.98,3.1654750481410856,2.327277705584417,2.9862373389921895,3.050924093804663,0.5596157879354227
Kepler-1890 b,Kepler-1890,0.86867375,0.0,1328.0,0.05712,6046.0,0.26655,1.024,2.65,0.461845441544272,1.7783364488959144,6.202535517187923,1.7614016344400125,0.8738006802532029
Kepler-1891 b,Kepler-1891,1.52139156,0.0,1017.0,0.0473,5516.0,-0.23134,0.8729999999999999,3.7,1.3686394258811698,1.7173950539391927,5.538436022068208,1.6138860507819643,0.6026752773958697
Kepler-1892 b,Kepler-1892,1.83707938,0.0,822.0,0.0633,5383.0,-0.30112,0.851,0.5,1.6154199841116479,1.5195132049061133,4.691714787388277,1.9921433277382388,0.5647454657554212
Kepler-1893 b,Kepler-1893,1.70557445,0.0,1194.0,0.0504,5633.0,0.15984,0.973,13.9,1.515127232962859,1.5953389880545987,6.1737444363671905,1.6446834129658088,0.7710337192170165
Kepler-1894 b,Kepler-1894,1.20117759,0.0,1231.0,0.0385,5772.0,-0.26976,0.999,0.5,1.0543120297715298,1.9358598132018119,6.300877533574368,1.3251261612635534,0.6423800635062922
Kepler-1894 c,Kepler-1894,1.21,0.0,1007.0,0.0576,5772.0,-0.26976,0.999,0.5,1.0715836162801904,1.9401794743463283,5.497414096703693,1.8006679786958508,0.6423800635062922
Kepler-1895 b,Kepler-1895,2.11934728,0.0,789.0,0.0615,5076.0,-0.22959,0.86,1.2,1.8148247421590513,1.3787660946990992,4.5266679578331335,1.9559015100426886,0.5670169034157332
Kepler-1896 b,Kepler-1896,3.09935997,0.0,536.0,0.2529,6122.0,0.17382,1.07,1.125,2.379546134130174,1.0331844833456545,3.0204248861443626,3.8258156929465374,0.6911451778892722
Kepler-1897 b,Kepler-1897,2.81407954,0.0,505.0,0.1546,5165.0,-0.38987,0.8590000000000001,4.2,2.2321626286975,1.11514159061932,2.799108932049177,3.2276492523530993,0.5658818295140691
Kepler-1898 b,Kepler-1898,0.93353523,0.0,1167.0,0.05063,5702.0,-0.23539,0.8370000000000001,13.18,0.5653138090500605,1.81319474994812,5.32593253358101,1.7519127337103235,0.7537718023763802
Kepler-1899 b,Kepler-1899,1.55098292,0.0,851.0,0.0457,4791.0,-0.67239,0.7590000000000001,13.9,1.3912819026309298,1.695615608675153,4.8307108619020225,1.6284127258143186,0.555033878430311
Kepler-19 b,Kepler-19,2.209,0.41,851.0,0.0846,5541.0,-0.16056,0.9360000000000002,1.9,1.9600947840472698,1.410986973710262,4.484131857611035,2.330879990047711,0.620038708739307
Kepler-19 c,Kepler-19,3.68,0.21,661.7239999999999,0.1765736996,5544.0,-0.16056,0.9360000000000002,1.9,2.6461747973841225,0.8919980393051105,3.175522597999948,3.392190272502181,0.620038708739307
Kepler-19 d,Kepler-19,5.06,0.05,483.5,0.102,5544.0,-0.16056,0.9360000000000002,1.9,3.157000421150113,0.669878553620591,2.3958377919951244,4.158101528024852,0.620038708739307
Kepler-190 b,Kepler-190,1.56,0.0,1166.0,0.03,5106.0,-0.44055,0.834,1.48,1.3987168811184478,1.6882490928583902,6.036050648481042,1.1052565002608956,0.5850050219402422
Kepler-190 c,Kepler-190,1.46,0.0,948.0,0.045,5106.0,-0.44055,0.834,1.48,1.3164082336557241,1.7613002617433464,5.207839989915232,1.560882760647095,0.5850050219402422
