pl_name,hostname,pl_rade,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_lum,st_mass,st_age,pl_bmasse,pl_dens,pl_insol,pl_orbper,st_rad
Kepler-1700 b,Kepler-1700,2.90129941,0.0,329.0,0.7609400000000001,6031.0,0.15405,1.12,2.75,2.278292400425001,1.0885619528146082,1.1631508098056809,5.460602018604995,0.7389328357090785
Kepler-1701 b,Kepler-1701,2.22186207,0.0,273.0,0.5738,5146.0,-0.35064,0.87,1.29,1.8825138324965192,1.332366019094335,0.832909122935104,5.136586361850091,0.6098834994497432
Kepler-1702 b,Kepler-1702,1.60190793,0.0,555.0,0.1275,5093.0,-0.49585,0.8500000000000001,3.33,1.4350845252893227,1.66392609771817,3.152736022363656,2.970476002137826,0.5456571029250505
Kepler-1705 b,Kepler-1705,2.03,0.033,789.0,0.08,6312.0,0.35411,1.139,2.59,1.6992786164338898,1.3806165226587246,4.529799878963315,2.30608097527073,0.8149222374858662
Kepler-1705 c,Kepler-1705,2.05,0.028,918.62,0.102,6312.0,0.35411,1.139,2.59,1.8594181177018698,1.5104380139821956,5.320754135232141,2.5079719227189963,0.8149222374858662
Kepler-1708 b,Kepler-1708,9.96,0.4,238.858,1.6399999999999997,6157.0,0.182,1.088,3.16,7.28825169573036,1.269760544863939,0.44532664153329504,6.6040970648911,0.7499999921527281
Kepler-1709 b,Kepler-1709,3.12424875,0.0,472.0,0.32704,5918.0,0.11547,1.003,2.34,2.391511302188447,1.0260415958332743,2.541601993464546,4.200273878132388,0.714419315835485
Kepler-171 b,Kepler-171,2.34,0.0,1053.0,0.05,5642.0,-0.07917,0.978,2.4,1.9572739077056285,1.2837077723447896,5.720895212932711,1.6422868302851392,0.609221945622184
Kepler-171 c,Kepler-171,2.56,0.0,752.0,0.098,5642.0,-0.07917,0.978,2.4,2.089391872533004,1.199964782928397,4.380838429037072,2.5228013238835647,0.609221945622184
Kepler-171 d,Kepler-171,1.89,0.0,497.0,0.223,5642.0,-0.07917,0.978,2.4,1.6544112780768316,1.4906543764441333,2.779005590035859,3.7036576910584023,0.609221945622184
Kepler-1710 b,Kepler-1710,3.19744103,0.0,694.0,0.11583,5650.0,-0.14261,0.932,2.69,1.5029527178953497,0.7477537300508171,3.910021002757473,2.7670170033772497,0.6413274318301488
Kepler-1711 b,Kepler-1711,1.923,0.0,669.0,0.1463,5706.0,0.00966,0.94,6.6,1.6789639750827106,1.4747630091074988,3.8792931808052273,3.093802302831454,0.7100042976263682
Kepler-1712 b,Kepler-1712,2.28372556,0.0,391.0,0.0903,3732.0,-1.17916,0.515,1.03,1.9213246735826988,1.3056264580524357,1.8748743759385615,2.6956401526758826,0.4114471797857119
Kepler-1713 b,Kepler-1713,1.71673535,0.0,900.0,0.14185,6477.0,0.48598,1.3,3.72,1.5238800240724537,1.589235205116581,4.9788005705762375,2.9450493449605983,0.8997547632340556
Kepler-1714 b,Kepler-1714,3.26437302,0.0,1211.0,0.10549,6150.0,0.76008,1.448,2.29,2.4595888418037104,0.9895411936137477,6.225152312297863,2.4226144952342534,1.126875753940969
Kepler-1715 b,Kepler-1715,4.14042267,0.0,646.0,0.2242899999999999,6212.0,0.41691,1.082,3.47,2.833213344056216,0.8064758658669486,3.9889840465642745,3.5999745076344816,0.7925399244379802
Kepler-1716 b,Kepler-1716,2.4247685,0.0,408.0,0.1883599999999999,4894.0,-0.62363,0.7529999999999999,7.9,2.0095554142156695,1.2499017362143359,1.9878743481543455,3.5995290149227133,0.521171915820135
Kepler-1717 b,Kepler-1717,2.98929758,0.0,780.0,0.2013999999999999,6200.0,0.59298,1.158,0.33,2.3233676321765744,1.0612565021243408,4.485147143388361,3.4548265999705055,0.9707789171582246
Kepler-1718 b,Kepler-1718,2.5685207,0.0,345.0,0.48418,5731.0,-0.0399,0.8460000000000001,10.72,2.0943301541735866,1.1969481893889715,1.547562508716013,4.91403630980677,0.6450068052320104
Kepler-1719 b,Kepler-1719,3.95000623,0.0,1287.0,0.06868,5687.0,0.52557,1.08,6.61,2.760009940032921,0.8415671856782186,6.533643478531968,1.9670508128540902,1.0206507471983979
Kepler-172 b,Kepler-172,2.35,0.0,1256.0,0.04,5526.0,-0.03187,1.081,2.69,1.9629077254238845,1.2781522025001875,6.462211649908748,1.3712591466305926,0.7347688552507647
Kepler-172 c,Kepler-172,2.86,0.0,970.0,0.068,5526.0,-0.03187,1.081,2.69,2.256541154492639,1.1019400787607843,5.430331984451144,1.9999918664611211,0.7347688552507647
Kepler-172 d,Kepler-172,2.25,0.0,736.0,0.118,5526.0,-0.03187,1.081,2.69,1.900613874140137,1.3190856114264407,4.334541868102138,2.749007802427447,0.7347688552507647
Kepler-172 e,Kepler-172,2.76,0.0,550.0,0.211,5526.0,-0.03187,1.081,2.69,2.2027647577118348,1.1314021114911006,3.195852817710661,3.5868117334735627,0.7347688552507647
Kepler-1720 b,Kepler-1720,3.21585295,0.0,697.0,0.1043,5573.0,-0.33619,0.939,0.5,2.4336133554004498,1.000631880307906,4.040592106222854,2.6178628711999363,0.609221945622184
Kepler-1721 b,Kepler-1721,3.11856756,0.0,924.0,0.0519,5351.0,-0.40675,0.89,0.7,2.388762789235098,1.0260415958332743,5.15675380222625,1.7214049652473333,0.5855619698800079
Kepler-1722 b,Kepler-1722,2.86719266,0.0,753.0,0.0819,5506.0,-0.16963,0.876,1.4,2.2596775919827694,1.0986122886681096,4.345621952780082,2.32028450950396,0.5810976767513224
Kepler-1723 b,Kepler-1723,2.88046569,0.0,568.0,0.2249,6072.0,0.03393,0.96,3.3,2.2669579153508947,1.095273387402595,3.240245850604393,3.70752698243224,0.6981347220709844
Kepler-1724 b,Kepler-1724,2.83677238,0.0,999.0,0.0683,6092.0,0.05537,1.016,0.3,2.2438960966453663,1.1085626195212777,5.4637470556717735,2.00880715712935,0.664233170395303
Kepler-1725 b,Kepler-1725,2.8125177,0.0,767.0,0.13263,6020.0,0.19852,1.049,0.89,2.231089091288976,1.11514159061932,4.443827035579329,2.8746883091565376,0.7347688552507647
Kepler-1726 b,Kepler-1726,2.50861954,0.0,582.0,0.12794,5316.0,-0.36975,0.876,2.51,2.0592388343623163,1.2178757094949273,3.2188758248682006,2.965082293234127,0.5900064216404319
Kepler-1727 b,Kepler-1727,3.17321625,0.0,757.0,0.0796,5349.0,-0.25065,0.8240000000000001,9.7,2.4159137783010487,1.0116009116784799,4.366278277705742,2.305510782587375,0.598836501088704
Kepler-1728 b,Kepler-1728,2.95501875,0.0,886.0,0.0535,5170.0,-0.41612,0.891,12.8,2.3065771142635825,1.0750024230289759,4.986888900366255,1.754922577792716,0.5916680116100914
Kepler-1729 b,Kepler-1729,3.89404186,0.0,595.0,0.0418,3837.0,-0.66329,0.544,1.2,2.7343675094195836,0.8501509293696101,3.4236109764990554,1.6526832378826755,0.4167347003663952
Kepler-173 b,Kepler-173,1.29,0.0,1179.0,0.048,6031.0,0.07365,1.067,3.3,1.1662709371419244,1.8961194845522977,6.397754315090703,1.6608421806638263,0.6673164205254237
Kepler-173 c,Kepler-173,2.43,0.0,956.0,0.074,6031.0,0.07365,1.067,3.3,2.012232791986386,1.247032293786383,5.558440660376988,2.1978662603025505,0.6673164205254237
Kepler-1730 b,Kepler-1730,4.48524519,0.0,833.0,0.1130999999999999,5942.0,0.07455,1.009,7.4,2.9652730660692823,0.7514160886839212,4.7427558489406545,2.6953161150219818,0.761739972025557
Kepler-1731 b,Kepler-1731,2.93295657,0.0,486.0,0.1399,4859.0,-0.59961,0.7809999999999999,2.14,2.2945529212967815,1.0784095813505903,2.6602595372658615,3.1250616871546395,0.5423242908253616
Kepler-1732 b,Kepler-1732,4.09903273,0.0,699.0,0.2015,5821.0,0.29575,1.043,2.0,2.8154087194227095,0.8109302162163288,3.3339886319687055,3.5059297246608434,0.9138878472578447
Kepler-1733 b,Kepler-1733,3.63582354,0.0,1021.0,0.0933,6320.0,0.42985,1.2729999999999997,0.2,2.624668592163159,0.9001613499442714,5.55338585064662,2.3252835161683274,0.8118187102774439
Kepler-1734 b,Kepler-1734,3.08851092,0.0,985.0,0.0714,6061.0,0.14406,1.05,0.3,2.3739750890807185,1.0367368849500223,5.411244185403247,2.053719832138293,0.6780335427498971
Kepler-1735 b,Kepler-1735,1.19429134,0.0,502.0,0.0621,3975.0,-1.19302,0.535,8.17,1.0438040521731147,1.937301774518713,2.773213527008623,2.1653818060664514,0.4114471797857119
Kepler-1736 b,Kepler-1736,3.8765856,0.0,566.0,0.2188,6085.0,0.40206,0.976,1.7,2.72785282839839,0.8544153281560676,3.229617921400103,3.6586856474897775,0.6795552270404783
Kepler-1737 b,Kepler-1737,5.395,0.0,383.0,0.297,5043.0,-0.344,0.834,13.7,3.261935314328648,0.6302073807860712,1.8066480817218056,4.183842433390741,0.6318035503188933
Kepler-1738 b,Kepler-1738,2.82472883,0.0,957.0,0.0781,6063.0,-0.00542,1.079,0.3,2.2375130962503307,1.1118575154181303,5.296666003798806,2.1604026926474846,0.6936470556015963
Kepler-1739 b,Kepler-1739,2.43056832,0.0,839.0,0.0697,5757.0,-0.14011,0.865,0.4,2.012232791986386,1.247032293786383,4.774912960575186,2.1215079551095997,0.5664495275139878
Kepler-174 b,Kepler-174,1.96,0.0,553.0,0.1,4880.0,-0.5704,0.602,4.9,1.7047480922384253,1.4539530095937054,3.2354575844598785,2.7068354636072702,0.4836599556932212
Kepler-174 c,Kepler-174,1.49,0.0,377.0,0.214,4880.0,-0.5704,0.602,4.9,1.3428648031925547,1.7404661748405044,1.839914511115102,3.8066742452567794,0.4836599556932212
Kepler-174 d,Kepler-174,2.19,0.0,212.0,0.677,4880.0,-0.5704,0.602,4.9,1.860974538249528,1.3454723665996355,0.4252677354043441,5.514854060566806,0.4836599556932212
Kepler-1740 b,Kepler-1740,3.32321414,0.0,858.0,0.0779,5705.0,-0.07942,0.943,3.1441,2.4849066497880004,0.9745596399981308,4.859424732327354,2.2161990268204868,0.6444820085786643
Kepler-1741 b,Kepler-1741,1.273,0.0,615.0,0.0296,3683.0,-1.24232,0.454,13.4,1.1505720275988207,1.9095425048844383,3.5493299891638506,1.3237778090909953,0.353469812989784
Kepler-1742 b,Kepler-1742,2.1782413,0.0,462.0,0.2587,5776.0,-0.18376,0.939,0.5,1.8531680973566984,1.3506671834767394,2.462149662665384,3.921541540298568,0.6146449524049877
Kepler-1743 b,Kepler-1743,1.59887007,0.0,1144.0,0.084,5855.0,0.59938,1.266,3.72,1.430311246536665,1.66392609771817,6.246106765481563,2.1575258149489422,0.9604989865384754
Kepler-1744 b,Kepler-1744,3.76754004,0.0,532.0,0.20945,5986.0,-0.09777,0.886,7.76,2.681021528714291,0.8754687373538999,3.091042453358316,3.640243177253245,0.6151856390902335
Kepler-1745 b,Kepler-1745,1.92872921,0.0,1449.0,0.0408,5611.0,0.00651,0.995,2.1,1.682688374173693,1.4701758451005928,6.9522409540214145,1.390333704974876,0.8754687373538999
Kepler-1746 b,Kepler-1746,8.93504475,0.0,310.0,0.94082,6018.0,0.496,1.09,5.75,4.096009841541162,0.37500590062345585,1.4816045409242156,5.775209731377055,0.8268035653726189
Kepler-1747 b,Kepler-1747,4.26508,0.0,875.0,0.066,5477.0,-0.20529,0.983,0.7,2.8791984572980396,0.7839015438284094,4.936845220125501,1.978283292037841,0.6232610530957788
Kepler-1748 b,Kepler-1748,2.71275017,0.0,955.0,0.0615,5774.0,-0.34954,0.916,2.4763,2.175887439948088,1.1474024528375417,5.284877454181334,1.9203754947044067,0.6227247162633994
Kepler-1749 b,Kepler-1749,1.61301783,0.0,420.0,0.0956,3957.0,-0.94989,0.551,3.72,1.4422019930581866,1.6544112780768316,2.1210632163706555,2.7430375804313956,0.44018854416655007
Kepler-175 b,Kepler-175,2.56,0.0,827.0,0.105,6064.0,0.19402,0.969,3.39,2.089391872533004,1.199964782928397,4.87243779400952,2.5574997548716794,0.6981347220709844
Kepler-175 c,Kepler-175,3.1,0.0,583.0,0.213,6064.0,0.19402,0.969,3.39,2.379546134130174,1.0331844833456545,3.4949912609485163,3.5563548973172137,0.6981347220709844
Kepler-1750 b,Kepler-1750,6.00434637,0.0,298.0,0.6785000000000001,5644.0,0.06117,0.981,0.5,3.4372078191851885,0.5675839575845996,1.0473189942805592,5.3322935946686965,0.6775257996569884
Kepler-1751 b,Kepler-1751,1.82417378,0.0,984.0,0.0712,6052.0,0.03608,0.974,1.9,1.6054298910365616,1.5260563034950494,5.404747310163883,2.081602971980499,0.676509539406922
Kepler-1752 b,Kepler-1752,4.54060463,0.0,419.0,0.2698,5446.0,-0.39819,0.8240000000000001,7.2,2.9806186357439426,0.7419373447293773,2.115049969147204,4.0493210702527325,0.5993858007454709
Kepler-1753 b,Kepler-1753,2.22678077,0.0,583.0,0.1179,5180.0,-0.55992,0.86,6.2,1.8855533485144158,1.3297240096314962,3.3467411958660964,2.8334839262690767,0.5704144151776482
Kepler-1754 b,Kepler-1754,2.43996509,0.0,672.0,0.0718,4723.0,-0.61192,0.734,7.44,2.018895041811802,1.244154593958768,3.8958936234982624,2.218763121239956,0.5579000311519196
Kepler-1755 b,Kepler-1755,5.91688317,0.0,631.0,0.1668,6086.0,0.27353,1.003,0.3,3.414442608412176,0.5766133643039938,3.6488384045767526,3.2508433533127215,0.6528458837864196
Kepler-1756 b,Kepler-1756,1.47199944,0.0,1093.0,0.0319,4915.0,-0.459,0.7809999999999999,13.7,1.3270750014599193,1.752672080520008,5.827179352800126,1.2106753174172702,0.5944312076207876
Kepler-1757 b,Kepler-1757,2.94660251,0.0,549.0,0.1335,5288.0,-0.36941,0.8279999999999998,0.7,2.301584592660462,1.0750024230289759,3.1135153092103742,3.028025231669832,0.5538851132264376
Kepler-1758 b,Kepler-1758,2.57059831,0.0,1028.0,0.0919,5557.0,0.48544,1.035,0.4,2.0955609235597192,1.1969481893889715,4.550080219670131,2.395821309531673,0.9616464335949523
Kepler-1759 b,Kepler-1759,0.9037791,0.0,954.0,0.0429,5017.0,-0.56331,0.76,13.8,0.5164100020598913,1.7967470107390942,5.281679725395013,1.551857549044784,0.586118607801422
Kepler-176 c,Kepler-176,2.6,0.0,633.0,0.102,5232.0,-0.40427,0.86,2.45,0.8458682675776092,0.396760667478018,3.7045313220521585,2.621744902053599,0.6371057896763205
Kepler-176 d,Kepler-176,2.51,0.0,501.0,0.163,5232.0,-0.40427,0.86,2.45,1.000631880307906,0.4700036292457356,2.805539822379467,3.286608265011867,0.6371057896763205
Kepler-176 e,Kepler-176,1.45,0.0,398.0,0.25654,5295.0,-0.40427,0.87,4.68,0.4192036342186777,0.04018178963283183,1.9768549529047348,3.9544269160590697,0.6043159668533296
Kepler-1760 b,Kepler-1760,2.28995546,0.0,480.0,0.2084,5229.0,-0.26,0.821,0.6,1.925707441737794,1.3029127521808397,2.6071242825122494,3.6718884053240606,0.6434315883140125
Kepler-1761 b,Kepler-1761,1.39109603,0.0,613.0,0.0413,3871.0,-1.1701,0.573,3.9,1.2556160374777745,1.8115620965242347,3.5363108554693294,1.6181082166798737,0.4265740713183996
Kepler-1762 b,Kepler-1762,2.76022913,0.0,714.0,0.204,6572.0,0.33126,1.2980000000000005,0.28,2.2027647577118348,1.1314021114911006,4.135006543940991,3.4190078510923065,0.8055826098897335
Kepler-1763 b,Kepler-1763,1.14651332,0.0,1822.0,0.0257,5897.0,0.27421,1.026,5.4,0.9516578757114464,1.916922612182061,7.8626011179276,0.9083714739631796,0.8149222374858662
Kepler-1764 b,Kepler-1764,4.55527871,0.0,511.0,0.3512,6461.0,0.41465,1.162,0.24,2.9856819377004897,0.7371640659767197,2.843163674909384,4.269253992926001,0.7565913531164801
Kepler-1765 b,Kepler-1765,2.49508857,0.0,855.0,0.0917,5692.0,-0.136,0.946,11.9,2.0515563381903004,1.2237754316221157,4.847959489549136,2.4352698370628065,0.7246458476193163
Kepler-1766 b,Kepler-1766,2.27904508,0.0,406.0,0.4161,5868.0,0.17488,0.915,12.02,1.918392120161421,1.308332819650179,2.174751721484161,4.663580587874938,0.7139297197424739
Kepler-1767 b,Kepler-1767,3.01299077,0.0,393.0,0.2873,5243.0,-0.50273,0.887,0.6,2.336019869080283,1.0577902941478545,1.8961194845522977,4.105256451916484,0.6048622656923737
Kepler-1768 b,Kepler-1768,2.23346338,0.0,933.0,0.1286,6050.0,0.28665,1.2400000000000002,4.208,1.890095369948917,1.3270750014599193,5.193845344951326,2.781046574802089,0.944683806375373
Kepler-1769 b,Kepler-1769,4.465,0.0,483.0,0.40598,6071.0,0.21523,1.061,1.02,2.9549102790337356,0.7514160886839212,2.2925347571405443,4.5019573257997205,0.8307328435125084
Kepler-177 b,Kepler-177,3.5,0.0,549.0,0.21101,5732.0,0.24,0.921,11.75,1.922787731634459,0.5596157879354227,3.4468078929142076,3.633897787087778,0.8432898389896648
Kepler-177 c,Kepler-177,8.73,0.0,497.0,0.25655,5732.0,0.24,0.921,11.75,2.7536607123542622,0.11422114409002286,3.2733640101522705,3.9201748883597345,0.8432898389896648
Kepler-1770 b,Kepler-1770,2.84141754,0.0,699.0,0.1261,5602.0,-0.2091,0.941,12.3,2.2460147415056513,1.1052568313867783,4.0505668148762055,2.881549616436835,0.6976370858327973
Kepler-1771 b,Kepler-1771,4.05537256,0.0,391.0,0.3815,5661.0,-0.0924,0.941,0.8,2.803360380906535,0.8241754429663495,1.873339456220478,4.495846239527127,0.6595903970311026
Kepler-1772 b,Kepler-1772,2.68609988,0.0,1155.0,0.04391,5541.0,0.47201,0.942,7.94,2.1610215286722587,1.1568811967920856,7.303843225277705,1.4386709520797716,0.6595903970311026
Kepler-1773 b,Kepler-1773,3.50469499,0.0,623.0,0.24831,6183.0,0.40462,1.241,2.91,2.5726122302071057,0.9321640810304452,3.6938669956249752,3.733128370265,0.832909122935104
Kepler-1774 b,Kepler-1774,3.18179549,0.0,522.0,0.29496,6214.0,0.19049,1.101,2.5,2.4159137783010487,1.007957920399979,2.856470206220483,4.107109435792055,0.7523590401917915
Kepler-1775 b,Kepler-1775,3.64762153,0.0,522.0,0.39565,5818.0,0.24607,1.149,2.57,2.631888840136646,0.9001613499442714,2.388762789235098,4.461923170087851,0.9734269232449642
Kepler-1776 b,Kepler-1776,2.61157023,0.0,603.0,0.2093,5872.0,0.16391,1.041,0.6,2.1198634561787513,1.1817271953786161,3.4307561839036995,3.583849491039807,0.766862218382226
Kepler-1777 b,Kepler-1777,2.13189678,0.0,819.0,0.10301,5771.0,-0.03321,0.984,0.46,1.8229350866965048,1.3711807233098425,4.280824129164719,2.579019164950992,0.7265819566461827
Kepler-1778 b,Kepler-1778,3.01665969,0.0,942.0,0.0956,6310.0,0.0978,1.143,0.3,2.337952236831337,1.0543120297715298,5.231856999847767,2.4058093681139843,0.739553553374101
Kepler-1779 b,Kepler-1779,3.03295685,0.0,730.0,0.1264,5730.0,-0.04999,1.008,0.6,2.3456445824544927,1.0508216248317612,4.2244952466871455,2.853223523053112,0.7207623475929187
Kepler-178 b,Kepler-178,2.9,0.0,846.0,0.085,5676.0,-0.20778,0.852,9.12,2.277267285009756,1.0885619528146082,4.4493464407003485,2.358652901228729,0.7256143706974468
Kepler-178 c,Kepler-178,2.88,0.0,656.0,0.142,5676.0,-0.20778,0.852,9.12,2.2669579153508947,1.095273387402595,3.451446798065282,3.070505831299329,0.7256143706974468
Kepler-178 d,Kepler-178,3.95,0.0,392.0,0.397,5676.0,-0.20778,0.852,9.12,2.760009940032921,0.8415671856782186,1.5839149552030145,4.58168646938842,0.7256143706974468
Kepler-1780 b,Kepler-1780,3.60600667,0.0,340.0,0.4276,5403.0,-0.2166,0.8680000000000001,0.6,2.617395832834079,0.9122827104766162,1.420695787837223,4.704517656772506,0.6248683398066509
Kepler-1781 b,Kepler-1781,2.38091029,0.0,1003.0,0.0574,5568.0,-0.36088,1.053,0.9,1.9823798288367047,1.2669476034873244,5.481097151672685,1.7728365293933777,0.6714126884139392
Kepler-1782 b,Kepler-1782,2.22927435,0.0,773.0,0.05825,4931.0,-0.55623,0.7940000000000002,2.88,1.8870696490323797,1.3297240096314962,4.465908118654584,1.9104650239735639,0.5504308783583501
Kepler-1783 b,Kepler-1783,1.31946731,0.0,1088.0,0.07595,5129.0,-0.45102,0.887,1.15,1.1939224684724346,1.8718021769015913,4.197201947661808,2.227585654325177,1.0228105752518277
Kepler-1784 b,Kepler-1784,2.79936489,0.0,724.0,0.1072,5442.0,-0.12103,0.887,13.8,2.2235418856535927,1.1184149159642893,4.186619838331271,2.680370623770938,0.6800619410112898
Kepler-1785 b,Kepler-1785,2.70422447,0.0,666.0,0.13917,5618.0,0.00308,0.911,0.3,2.1713368063840917,1.1505720275988207,3.877431560658527,3.0245869794341687,0.6911451778892722
Kepler-1786 b,Kepler-1786,3.16305828,0.0,501.0,0.35722,5808.0,0.15863,1.058,7.76,2.4069451083182885,1.0116009116784799,2.4595888418037104,4.376336687583792,0.8742179554522473
Kepler-1787 b,Kepler-1787,2.31898181,0.0,540.0,0.227,6060.0,-0.0984,1.008,0.3,1.9444805562457188,1.2919836816486496,3.046425387869509,3.696691401987714,0.6549259677397475
Kepler-1788 b,Kepler-1788,2.37850461,0.0,956.0,0.0343,4786.0,-0.61055,0.6860000000000002,13.8,1.9810014688665833,1.2669476034873244,5.292349594768245,1.3350326754433057,0.532978428407124
Kepler-1789 b,Kepler-1789,2.83137505,0.0,380.0,0.3543,5436.0,-0.23129,0.9200000000000002,4.5,2.2407096892759584,1.1085626195212777,1.776645831418007,4.397308065078465,0.635518067723309
Kepler-179 b,Kepler-179,1.64,0.0,1075.0,0.036,5302.0,-0.27765,0.893,1.74,1.4655675420143985,1.6389967146756448,5.8896034568680165,1.3179957128899156,0.5647454657554212
Kepler-179 c,Kepler-179,2.0,0.0,810.0,0.064,5302.0,-0.27765,0.893,1.74,1.7334238922150915,1.4350845252893227,4.762028625095514,2.0014975676233835,0.5647454657554212
Kepler-1790 b,Kepler-1790,3.1446145,0.0,682.0,0.20989,5866.0,0.38334,1.02,2.88,2.3978952727983707,1.0188473201992472,3.9160150266976834,3.4839717276276976,0.8616233305318468
Kepler-1791 b,Kepler-1791,3.12103321,0.0,1021.0,0.0761,5887.0,0.176,0.985,3.73,2.3896797998449797,1.0260415958332743,5.553502073407041,2.1657178573697573,0.7779477822524103
Kepler-1792 b,Kepler-1792,2.51990972,0.0,1047.0,0.0488,5229.0,-0.50826,0.878,7.415999999999999,2.065596134857783,1.2149127443642704,5.6517169523528485,1.6478467191574615,0.6956440607585325
Kepler-1793 b,Kepler-1793,3.79037518,0.0,713.0,0.0787,5191.0,-0.23389,0.8500000000000001,3.6,2.6946271807700692,0.8712933659434192,4.130997879870137,2.280339456746112,0.5675839575845996
Kepler-1794 b,Kepler-1794,1.79426276,0.0,703.0,0.0821,5052.0,-0.6106,0.7729999999999999,14.0,1.5830939370944987,1.5432981099295553,4.070564033556697,2.3761125108944685,0.5966362801791015
Kepler-1795 b,Kepler-1795,1.66301611,0.0,520.0,0.1002,4500.0,-0.757,0.768,5.8,1.4816045409242156,1.6213664832993742,2.9069010598473755,2.6644604862251082,0.5235443961737654
Kepler-1796 b,Kepler-1796,2.75047868,0.0,598.0,0.1879,6036.0,0.11795,1.018,0.4,2.1972245773362196,1.1346227261911428,3.4436180975461075,3.416276422657074,0.6673164205254237
Kepler-1797 b,Kepler-1797,3.05774442,0.0,684.0,0.1637,6244.0,0.06183,1.069,0.4,2.3589654264301534,1.0438040521731147,3.9642358768750805,3.192917803786105,0.6976370858327973
Kepler-1798 b,Kepler-1798,2.30911251,0.0,408.0,0.1082,3967.0,-0.95681,0.593,4.36,1.937301774518713,1.2947271675944,2.017566137961748,2.882333975184055,0.461845441544272
Kepler-1799 b,Kepler-1799,4.12801189,0.0,770.0,0.1028,5831.0,0.31428,1.016,0.5,2.827313621929028,0.8064758658669486,4.4312928759767996,2.559526982924319,0.6528458837864196
Kepler-18 b,Kepler-18,2.0,0.0,1165.0,0.0447,5345.0,-0.031,0.972,10.0,2.066862759472976,1.7749523509116738,5.8769932092221016,1.5051268459118454,0.745739630679116
Kepler-18 c,Kepler-18,5.49,0.0,899.0,0.0752,5345.0,-0.031,0.972,10.0,2.9069010598473755,0.46373401623214017,4.844824678429215,2.1565865936627078,0.745739630679116
Kepler-18 d,Kepler-18,6.98,0.0,720.0,0.1172,5345.0,-0.031,0.972,10.0,2.856470206220483,0.23901690047049992,3.968819131427557,2.7637295958064567,0.745739630679116
Kepler-180 b,Kepler-180,1.5,0.0,781.0,0.109,5731.0,-0.13204,0.95,9.7,1.3506671834767394,1.7334238922150915,4.2920882509035785,2.6957835389571865,0.7241612340891147
Kepler-180 c,Kepler-180,3.01,0.0,540.0,0.2289999999999999,5731.0,-0.13204,0.95,9.7,2.334083760053417,1.0577902941478545,2.857791172440768,3.7585401858658978,0.7241612340891147
Kepler-1800 b,Kepler-1800,0.99679734,0.0,1533.0,0.05098,5343.0,-0.18759,1.33,11.75,0.6734545472142092,1.8453002361560848,5.493061443340548,1.7159631205942183,1.2544757864990428
Kepler-1801 b,Kepler-1801,2.70926154,0.0,829.0,0.0915,5738.0,-0.22269,0.9360000000000002,8.1,2.174751721484161,1.1505720275988207,4.723130983621656,2.437194641075039,0.6836017677164139
Kepler-1801 c,Kepler-1801,2.91,0.0,371.0,0.4572,5738.0,-0.22269,0.9360000000000002,8.1,2.2823823856765264,1.085189268335969,1.6992786164338898,4.767146023538128,0.6836017677164139
Kepler-1802 b,Kepler-1802,1.671,0.0,581.0,0.0662,4245.0,-0.925,0.649,13.9,1.4883995840570443,1.617406082083277,3.328985047548231,2.8003376400553464,0.49286529838899784
Kepler-1802 c,Kepler-1802,2.322,0.0,357.0,0.1748,4245.0,-0.925,0.649,13.9,1.9459101490553132,1.2892326482767593,1.5810384379124023,3.5303554978968092,0.49286529838899784
Kepler-1804 b,Kepler-1804,1.59615726,0.0,913.0,0.1017,5109.0,-0.51152,0.929,14.0,1.430311246536665,1.667706820558076,5.1096356266014,2.586898986745043,0.982452934127824
Kepler-1805 b,Kepler-1805,1.54502915,0.0,479.0,0.0699,3867.0,-1.17695,0.581,1.65,1.3862943611198906,1.6992786164338898,2.601207105484161,2.287262341443071,0.43954442176102704
Kepler-1806 b,Kepler-1806,2.35560189,0.0,729.0,0.0813,5311.0,-0.43504,0.8840000000000001,0.6,1.9671123567059163,1.2781522025001875,4.217888748313555,2.305911596740378,0.5810976767513224
Kepler-1807 b,Kepler-1807,2.70393215,0.0,1108.0,0.0988,6455.0,0.60255,1.087,2.95,2.1713368063840917,1.1505720275988207,5.878407824815685,2.473222022136161,0.9146894505071812
Kepler-1808 b,Kepler-1808,3.02511302,0.0,601.0,0.1467,5530.0,-0.06242,0.7729999999999999,12.1,2.341805806147327,1.0543120297715298,3.4638591427868666,3.1921375500368567,0.6376344706296866
Kepler-1809 b,Kepler-1809,1.513,0.0,877.0,0.04444,4901.0,-0.47061,0.8069999999999999,1.55,1.3609765531356006,1.7227665977411035,5.0701612734102826,1.5596802593982126,0.5399960010657705
Kepler-181 b,Kepler-181,1.27,0.0,1041.0,0.04,5333.0,-0.37878,0.81,6.46,1.1474024528375417,1.9125010869241836,5.5474560963793085,1.4201818876972208,0.559044196036465
Kepler-181 c,Kepler-181,1.99,0.0,937.0,0.049,5333.0,-0.37878,0.81,6.46,1.7263316639055994,1.4398351280479205,5.131010522671224,1.6681122100747545,0.559044196036465
Kepler-1810 b,Kepler-1810,3.91815325,0.0,380.0,0.4137,5492.0,-0.15834,0.921,4.5,2.747270914255491,0.8458682675776092,1.776645831418007,4.626275916817123,0.7011153502091222
